"lane.1","lane.2","lane.3","lane.4"
28,27,25,31
42,42,47,40
23,23,26,32
33,43,45,52
19,28,24,36
31,13,16,30
31,28,24,28
34,28,30,41
21,20,21,30
54,46,45,54
23,40,39,47
28,20,25,25
14,14,19,28
51,41,39,55
57,68,72,77
1277,1342,1243,1615
28,34,22,46
27,19,36,30
24,21,23,20
30,27,33,49
20,18,21,17
32,41,37,32
30,19,18,19
31,20,15,37
14,20,21,17
51,47,38,61
15,14,15,24
36,29,31,35
25,17,27,29
26,21,24,26
38,32,38,38
38,32,28,44
40,39,35,24
28,33,33,42
27,21,34,34
21,15,23,35
37,45,46,59
26,41,24,34
25,24,22,32
49,38,29,61
49,59,63,60
28,45,35,35
83,77,94,113
102,93,84,130
27,24,22,43
46,28,27,48
86,83,79,101
39,41,43,41
25,29,25,30
33,25,35,42
26,28,30,35
30,30,27,38
22,29,14,23
21,28,31,38
42,34,43,40
26,17,24,25
32,30,18,26
21,27,33,23
44,29,29,42
13,27,20,23
20,24,30,13
33,28,38,31
26,22,18,29
39,31,32,42
155,170,160,209
20,19,18,18
24,26,10,31
34,28,26,32
17,18,32,14
27,33,20,25
46,36,19,46
19,32,40,29
37,23,17,26
37,29,30,37
11,22,22,19
30,23,22,20
37,45,42,55
29,32,40,47
17,22,19,30
21,28,31,29
18,13,18,42
20,23,20,22
42,36,39,58
18,23,20,29
16,20,28,19
90,100,92,126
23,32,33,26
57,74,56,58
18,16,21,22
35,39,28,47
24,21,13,23
21,26,28,26
90,118,88,107
20,27,14,43
22,26,24,28
16,26,28,25
28,52,26,48
21,25,16,32
23,15,30,30
53,39,43,58
38,40,37,44
13,27,23,25
17,21,19,32
20,25,22,31
37,29,34,48
24145,23901,24123,28876
16,28,28,28
20,26,24,25
36,36,24,43
32,20,31,42
27,37,28,44
26,27,31,24
17,18,19,17
57,60,43,47
24,27,23,19
48,40,45,54
24,16,31,28
30,51,53,43
73,74,81,74
19,22,21,20
26,25,32,32
28,17,27,29
26,21,18,20
76,62,77,91
21,32,20,26
27,25,25,37
19,23,15,30
21,20,25,29
23,17,25,14
17,12,18,24
28,18,24,35
34,17,23,30
23,29,30,30
23,29,23,23
27,25,28,24
13,27,17,30
20,24,24,29
34,22,29,23
34,21,25,41
39,29,44,29
30,28,34,40
12,24,22,23
79,74,79,82
61,62,54,86
29,20,23,28
23,24,22,37
34,33,27,42
26,12,19,20
21,27,30,37
25,20,27,23
20,22,24,37
12,22,24,29
24,27,16,20
20,17,22,30
44,38,33,34
49,52,63,59
22,38,28,29
17,11,13,18
34,33,28,44
28,31,31,29
27,37,49,50
19,23,17,30
43,41,63,54
18,21,16,28
43,45,56,55
31,22,32,38
24,29,25,31
54,28,38,47
18,15,26,26
34,28,24,22
28,20,30,37
30,43,42,49
27,23,24,32
27,32,28,38
38,31,31,43
33,51,44,49
30,37,46,41
34,38,33,35
23,18,30,28
22,25,30,41
30,19,25,24
298,309,286,344
29,27,22,36
16,24,28,48
24,31,26,26
38,32,35,42
21,16,20,22
20,17,20,20
41,34,48,44
44,52,36,61
29,29,24,34
26,25,20,30
15,23,25,40
29,29,26,36
26,21,27,29
21,16,31,19
13,23,26,23
28,28,23,35
17,20,19,42
22,22,35,46
88,67,85,120
27,26,23,36
30,24,32,32
25,18,30,32
22,17,11,24
19,16,15,26
22,28,18,24
20,21,26,30
31,21,39,36
20,18,20,20
30,25,23,22
1147,1225,1177,1386
31,25,31,25
84,82,82,98
18,21,28,29
31,25,25,17
17,14,16,26
24,17,27,34
24,14,24,29
182,177,185,238
20,32,26,26
32,23,26,23
42,28,29,35
23,32,41,50
50,55,61,67
23,19,24,34
51,64,51,59
66,72,78,79
15,22,21,22
46,43,49,61
17,18,25,25
23,28,25,44
25,39,29,49
64,56,49,52
10,19,14,24
70,75,92,84
52,69,56,74
19,24,14,23
24,14,32,28
24,23,17,26
27,36,22,25
42,40,32,42
24,22,22,30
34,56,33,60
28,39,26,46
35,30,27,34
37,26,38,54
99,101,96,94
93,80,78,106
22,33,19,34
17,21,18,20
25,25,17,29
29,30,37,23
58,78,84,90
24,15,21,23
28,12,26,28
25,37,34,35
41,67,71,66
76,59,64,103
35,36,20,41
25,21,35,34
56,52,56,67
28,28,34,42
26,29,17,29
24,36,29,40
72,92,70,86
32,18,34,26
40,40,40,55
126,144,126,156
32,20,32,28
21,22,25,20
29,25,21,26
23,28,31,38
18,30,13,18
20,14,22,23
22,19,21,34
25,30,36,30
19,19,24,17
25,31,30,31
37,44,38,38
13,21,27,38
28,22,27,29
30,33,26,36
19,25,29,24
40,36,33,32
209,230,215,216
28,24,30,31
19,23,21,19
34,18,27,32
21,21,19,28
18,22,22,19
23,22,28,31
19,26,20,23
28,25,42,32
24,29,21,41
30,19,32,28
31,39,21,30
43,52,62,59
33,27,27,25
24,37,15,25
1404,1423,1330,1698
32,24,31,32
51,41,50,60
347,363,356,439
33,19,24,28
18,17,19,31
46,37,50,65
52,55,62,60
35,28,30,38
17,28,23,29
31,30,39,40
21,27,19,32
73,55,49,84
22,29,23,25
34,38,39,50
26,55,44,56
50,47,34,64
42,45,44,62
41,41,49,49
54,62,63,53
34,25,33,50
15,25,18,22
32,24,23,30
33,17,16,29
25,19,22,25
41,71,59,76
29,32,50,53
169,161,148,206
87,103,102,118
35,32,40,41
21,24,24,26
39,46,32,37
33,31,27,41
81,81,66,103
37,40,31,31
59,56,42,44
29,34,23,31
28,27,25,25
18,20,22,23
27,23,23,34
33,35,33,54
19,20,23,22
18,24,30,26
14,20,22,32
36,29,31,36
12,27,20,26
18,22,25,25
20,23,22,22
35,18,27,29
114,133,116,160
54,57,52,67
22,24,16,32
33,34,16,30
27,22,22,35
42,41,29,28
17,24,27,17
70,67,75,90
24,31,28,29
24,36,20,23
20,23,26,19
17,22,23,22
25,28,16,24
23,30,11,29
25,17,25,32
20,25,20,28
14,17,28,20
25,24,23,32
18,20,13,13
20,6,26,23
32,23,24,23
23,25,20,29
27,28,33,47
31,34,24,50
19,29,30,30
31,24,33,29
28,11,26,35
59,52,52,59
99,93,113,136
32,40,36,58
34,18,28,26
22,22,26,28
24,23,35,44
21,33,25,31
21,29,22,30
19,17,23,24
19,17,29,19
25,27,21,23
69,64,92,114
23,18,24,34
40,37,26,41
31,30,32,35
31,29,26,36
21,25,20,30
67,71,61,78
19,28,22,36
52,40,62,41
80,50,81,100
26,24,21,29
28,28,29,28
33,27,31,35
45,44,51,60
35,26,34,35
29,30,36,35
26,16,36,40
32,23,38,43
46,49,40,59
33,27,28,25
22,21,25,32
27,16,10,28
22,29,23,29
30,29,26,31
53,41,39,41
30,22,14,31
143,162,158,192
10,19,14,23
60,72,49,65
26,29,21,29
15,23,17,29
19,26,29,18
18,19,23,22
24,26,30,26
22,21,21,28
45,53,41,64
23,26,19,20
85,83,86,112
19,17,7,13
22,19,21,38
23,17,30,30
64,60,59,92
51,77,64,91
33,32,25,41
89,86,73,94
130,165,147,164
30,29,27,31
17,28,35,26
22,36,28,22
17,29,24,37
23,27,22,28
16,17,29,26
59,46,55,61
177,192,196,236
22,38,32,28
20,19,19,31
144,145,149,186
23,25,33,28
41,40,36,46
63,64,63,76
68,59,63,80
18,25,24,24
31,33,32,41
25,22,22,31
34,26,31,16
18,16,20,28
15,23,27,28
35,35,29,28
17,27,27,34
31,20,26,31
18,20,21,23
36,37,35,48
29,24,23,30
128,141,167,163
41,52,40,41
29,31,34,53
22,28,19,17
28,33,46,48
30,30,36,29
31,23,26,20
28,19,29,28
26,27,25,32
38,42,38,47
20,27,33,31
29,34,20,20
19,21,32,32
45,52,44,46
21,20,16,29
31,20,28,22
45,46,45,50
19,21,25,28
30,42,36,47
44,34,44,55
24,23,30,23
34,19,18,25
26,31,38,40
29,26,34,42
28,22,26,23
44,42,53,44
24,29,29,31
64,64,60,68
26,17,26,18
19,20,27,34
22,30,22,44
42,36,36,47
24,22,17,37
31,18,24,38
27,31,24,19
17,20,12,24
23,17,19,26
23,25,25,32
176,175,190,222
42,45,34,49
25,32,41,25
22,26,23,31
24,24,18,28
22,23,23,35
33,34,32,37
33,30,36,44
89,85,84,107
26,33,34,41
48,51,63,71
21,16,27,24
15,24,22,18
55,58,62,79
23,17,26,24
30,20,26,16
93,102,109,122
37,40,41,47
81,87,83,108
26,22,31,36
255,252,242,326
27,25,26,32
28,31,26,42
32,33,41,37
26,17,27,24
21,21,15,30
18,24,20,30
134,152,170,174
19,14,18,23
19,20,28,29
43,29,38,61
65,58,64,65
46,42,40,49
27,36,35,40
38,29,21,38
36,33,18,31
27,29,33,32
27,22,44,44
25,25,20,31
33,31,34,43
127,157,141,158
33,24,29,28
31,36,40,42
30,29,31,25
45,44,44,46
46,46,44,59
20,27,34,36
28,24,28,31
55,50,58,64
19,29,25,22
51,40,60,58
37,42,35,41
32,27,25,42
28,31,30,40
51,62,39,49
46,37,37,41
42,34,40,55
24,23,19,22
38,38,23,50
27,24,20,25
126,146,138,139
22,22,17,23
15,15,18,24
24,19,23,32
54,66,53,66
143,149,129,181
29,26,22,40
30,16,22,26
23,15,24,28
37,26,37,44
106,108,113,140
15,25,21,28
85,101,88,110
40,37,41,50
47,54,59,73
23,33,29,36
21,27,27,28
27,19,26,29
30,16,21,31
26,28,28,23
35,21,23,32
37,48,33,55
18,17,32,22
37,37,46,49
19,22,17,35
260,271,275,308
29,43,23,40
17,25,27,17
16,28,29,38
19,19,18,22
33,39,24,41
29,33,33,32
20,22,19,24
37,32,39,41
43,42,39,66
28,32,24,26
31,35,28,40
21,20,18,24
30,25,19,26
23,29,26,23
21,28,23,30
26,25,21,32
36,34,32,43
49,59,67,66
46,53,45,52
62,55,37,60
28,31,19,24
127,129,130,172
12,16,21,24
34,34,31,46
26,32,48,28
67,74,57,104
26,32,28,35
95,72,92,127
18,13,20,26
115,93,119,142
82,70,72,98
22,15,15,29
18,19,23,20
22,20,19,30
39,27,37,26
41,36,32,53
22,22,19,28
34,28,21,38
80,73,61,65
19,23,20,25
23,17,20,19
17,19,20,22
86,59,50,86
41,29,30,38
37,58,52,59
28,18,26,20
126,109,131,149
20,16,21,20
23,25,27,22
27,30,40,44
17,19,9,31
41,34,36,49
35,35,33,36
19,18,23,19
18,25,25,34
120,122,132,130
39,27,29,42
20,21,26,34
29,19,24,19
31,33,22,47
32,28,23,29
54,54,58,78
21,26,20,29
33,31,35,30
34,29,16,28
19,23,27,29
20,22,25,30
18,27,24,17
31,28,37,32
22,24,24,26
79,95,86,90
18,33,18,25
41,44,34,40
21,26,22,26
23,25,27,50
39,53,60,64
27,20,19,23
14,22,20,23
29,28,34,32
29,28,38,35
18,30,13,25
13,25,18,31
23,32,27,26
20,28,19,34
24,32,30,30
59,67,79,77
25,21,19,29
54,47,45,58
21,31,35,46
19,12,25,28
21,19,26,18
27,40,33,48
31,28,23,35
21,21,19,31
32,21,31,23
20,25,30,26
16,20,23,24
18,25,22,31
22,21,23,35
24,32,26,36
22,20,18,20
64,45,48,55
34,30,32,36
64,71,61,66
37,28,23,25
105,94,101,108
79,82,90,100
45,25,37,53
42,32,37,46
28,18,17,25
15,19,27,28
33,37,30,65
45,54,54,53
72,71,60,80
84,75,86,100
26,27,26,29
32,26,28,24
17,23,19,25
30,14,24,35
25,20,25,35
31,28,22,35
127,126,121,145
44,38,38,35
19,20,15,34
43,58,49,53
45,48,50,65
28,21,30,25
67,62,60,82
25,24,18,18
20,21,33,23
61,55,50,70
34,41,20,22
39,36,35,37
26,21,24,40
28,24,26,23
27,26,33,42
48,49,60,52
29,27,18,30
34,35,33,52
20,19,25,24
54,74,75,83
26,25,33,13
21,25,29,41
23,23,27,25
34,29,54,42
27,32,37,36
27,32,25,36
26,32,41,38
35,34,30,53
19,27,28,28
48,47,45,54
113,117,109,146
26,28,26,32
20,13,17,22
20,21,26,28
46,39,45,55
19,17,18,35
36,52,34,67
16,15,18,32
143,150,143,184
24,23,25,30
84,69,72,90
19,18,21,32
24,19,24,24
39,27,25,38
25,26,23,23
23,35,21,30
25,28,20,32
180,172,183,198
22,25,25,47
24,17,18,28
112,122,102,130
36,31,27,47
102,95,90,104
23,22,21,18
21,21,28,29
32,28,23,37
22,20,29,20
26,25,34,22
23,20,23,31
28,20,30,36
45,35,50,58
35,29,32,43
29,28,39,40
23,21,25,31
17,29,26,24
51,55,46,50
26,21,15,22
30,29,32,23
57,53,43,62
37,39,32,37
22,24,16,23
27,27,32,37
54,33,34,66
113,118,108,150
73,66,75,54
32,29,33,43
97,101,98,102
25,32,35,38
37,46,37,54
30,37,32,36
94,108,89,121
20,34,20,26
56,59,65,50
19,26,24,26
21,20,31,30
20,25,27,22
57,45,49,54
27,27,32,19
31,31,45,46
28,20,28,34
27,36,31,42
31,28,27,35
22,21,22,26
22,29,31,23
65,67,68,91
18,23,20,31
196,190,172,229
26,24,27,25
171,173,158,217
15,21,25,31
18,26,25,16
73,56,63,92
27,28,27,36
191,192,177,227
46,44,50,48
41,47,32,46
25,35,20,26
22,34,34,44
22,16,33,31
35,37,37,44
28,30,26,41
55,57,60,55
20,28,18,20
29,29,33,31
21,20,33,32
36,28,42,37
22,20,32,23
31,39,33,31
49,45,49,68
122,111,112,160
36,35,31,41
16,26,25,28
21,27,21,25
33,23,41,38
17,21,22,35
26,29,30,25
41,37,30,47
79,101,103,122
16,17,19,24
29,38,30,49
78,66,70,90
75,65,76,86
35,31,31,34
23,24,27,31
34,38,41,58
31,18,29,18
38,53,40,54
22,20,22,26
33,44,33,40
24,16,21,25
27,26,30,30
49,62,43,49
35,29,32,35
32,34,19,38
22,30,29,35
71,59,53,49
22,23,22,34
285,276,300,343
41,53,37,47
28,24,33,43
49,30,39,31
25,27,27,32
43,38,46,44
77,87,73,100
25,34,27,36
14,36,37,32
19,18,24,12
31,27,24,40
53,42,53,47
117,95,101,102
28,23,21,30
31,30,31,43
1040,1099,1061,1298
21,22,19,29
34,38,42,41
27,21,19,32
18,26,23,30
18,27,27,31
23,20,30,34
27,19,24,29
47,30,44,50
27,29,35,36
52,55,41,44
40,33,28,28
33,26,19,36
126,154,161,150
43,39,48,43
17,19,21,28
39,36,41,41
44,61,58,78
26,34,29,26
29,21,27,22
117,94,99,149
52,35,50,42
32,39,28,34
29,27,40,32
24,21,23,18
65,81,78,76
18,22,16,24
39,33,36,49
31,45,34,42
27,20,28,32
15,24,28,29
18,26,25,23
33,32,33,50
18,23,9,16
9,16,25,16
55,68,63,78
24,31,29,28
26,23,14,26
31,34,25,32
33,24,36,49
36,28,33,28
58,56,56,86
28,14,26,32
32,21,21,31
27,26,27,34
1490,1464,1450,1741
22,30,24,20
25,29,24,28
83,82,89,97
18,31,28,32
21,17,23,24
28,25,15,24
26,29,29,19
19,28,27,49
62,73,64,64
24,26,22,23
33,23,37,37
84,79,72,77
78,80,80,101
19,15,20,20
34,29,28,35
23,13,27,31
28,35,38,41
35,31,24,31
41,38,32,56
76,50,60,86
21,23,27,25
29,24,26,32
51,50,55,59
21,25,20,31
25,17,24,19
542,564,602,692
125,121,106,167
22,28,31,37
19,27,27,28
21,21,28,49
58,62,68,77
19,23,17,34
335,365,371,449
21,28,19,29
36,38,42,46
91,77,101,108
24,28,20,28
30,37,30,23
76,60,69,82
18,24,24,14
61,60,80,83
39,33,33,55
27,36,39,24
72,74,70,83
26,20,21,24
22,21,13,36
28,26,14,29
23,20,24,19
22,18,18,32
38,38,48,46
35,40,38,28
26,24,27,26
19,33,28,25
38,34,32,47
20,22,19,22
16,12,27,31
21,26,21,29
25,20,22,30
29,29,20,31
71,74,83,85
12,17,27,31
45,31,26,29
41,47,45,59
22,28,20,25
35,26,26,35
25,18,30,19
33,63,59,60
26,24,23,28
33,27,24,40
37,35,28,38
35,35,26,22
35,24,32,29
92,112,101,126
278,261,232,288
32,23,31,34
30,28,26,44
31,28,37,31
26,10,29,23
61,41,36,54
36,24,32,28
48,70,51,64
21,16,26,11
46,34,36,49
46,46,50,40
20,25,24,36
23,15,19,23
17,21,20,36
32,24,31,28
39,24,24,31
31,36,31,31
19,22,25,22
33,19,24,38
24,31,14,28
18,26,24,28
181,159,181,204
30,23,31,22
18,16,22,28
36,33,30,50
24,25,26,29
31,24,27,28
18,24,26,29
23,27,24,28
48,57,56,53
26,27,33,29
37,27,23,30
98,81,80,116
29,20,22,29
53,67,67,80
29,27,29,31
34,26,35,29
38,32,32,62
40,45,40,42
31,39,40,58
26,23,31,31
30,24,29,28
61,66,55,96
42,46,38,47
23,24,21,46
117,85,111,122
16,30,17,20
34,21,47,29
40,39,33,29
46,56,50,66
37,35,28,52
18,29,21,25
75,82,74,96
32,35,34,43
22,15,25,31
33,35,32,53
37,46,42,40
57,57,53,50
41,31,26,35
33,56,42,56
33,27,21,32
45,24,23,40
34,25,31,42
25,21,24,26
40,50,37,46
49,52,55,54
20,22,28,36
23,21,22,28
29,28,21,29
20,28,23,28
47,60,57,66
21,33,39,44
20,28,31,34
33,37,44,29
13,23,16,14
43,47,59,60
21,31,27,34
21,38,26,44
31,18,31,23
41,23,31,46
26,27,26,31
44,35,43,53
18,23,16,25
22,26,17,28
27,23,20,35
52,50,55,58
28,42,41,34
31,28,29,23
68,80,73,107
36,23,19,34
19,24,20,23
96,116,107,127
31,34,41,50
40,39,21,47
40,21,29,41
32,24,32,35
32,42,29,38
61,48,55,62
22,22,16,32
65,49,44,67
58,74,64,90
22,34,24,35
36,27,21,41
52,46,60,72
36,30,34,43
24,20,27,25
28,31,28,32
58,50,57,77
23,17,27,23
31,21,18,29
31,23,32,23
57,57,48,62
39,39,32,59
18,22,22,24
221,226,199,236
37,38,47,41
24,23,21,31
26,25,22,20
29,40,44,42
35,45,56,49
19,22,23,16
15,18,23,32
43,34,28,29
23,25,40,29
212,221,203,266
46,35,34,30
26,23,30,24
95,86,67,102
27,32,29,32
62,91,73,90
17,23,25,31
21,25,22,25
47,38,28,34
29,13,25,34
50,29,29,32
33,32,26,30
20,19,22,30
55,56,66,59
21,27,25,32
55,44,49,70
38,55,57,68
49,32,39,52
22,23,21,30
17,23,23,22
157,196,203,212
20,24,30,24
28,23,20,25
65,72,71,68
29,24,29,28
31,25,27,23
69,61,44,65
31,37,19,35
39,50,52,65
138,162,151,187
137,154,122,162
9,33,19,25
17,31,22,25
66,74,89,98
19,20,24,19
36,32,27,38
31,26,25,29
21,21,22,20
23,31,22,31
20,18,23,24
35,28,27,47
83,72,98,110
23,31,26,34
22,30,29,20
36,38,36,50
25,27,28,38
19,20,25,29
25,23,20,24
22,23,11,22
34,44,38,50
67,56,50,71
26,35,24,29
22,28,22,26
85,72,78,86
43,48,45,38
50,50,54,72
22,23,27,22
21,17,21,16
26,31,22,25
16,22,25,28
23,24,19,24
41,40,54,53
50,47,36,54
63,52,65,78
43,36,36,46
72,62,72,80
27,33,23,29
29,32,31,41
37,33,29,43
77,102,98,120
105,128,99,112
21,18,18,28
34,29,21,30
21,27,18,18
49,41,38,49
14,22,22,26
45,52,48,58
30,26,22,32
98,118,99,120
25,31,38,60
88,86,81,77
28,29,38,38
101,90,112,139
45,39,36,38
41,42,47,47
21,23,16,28
33,24,28,42
21,22,17,24
71,84,53,66
23,18,26,34
57,46,45,52
33,33,39,29
29,19,21,24
25,23,22,20
50,52,55,72
14,14,15,25
25,23,20,24
144,142,154,170
49,51,48,71
11,17,18,24
53,44,60,70
23,32,38,35
23,51,52,53
27,13,18,20
162,159,153,176
31,22,29,35
70,49,46,54
23,27,20,35
34,26,26,40
22,24,28,26
31,24,19,28
45,58,52,52
34,28,31,34
20,40,28,32
18,23,27,35
26,29,20,28
24,23,25,23
27,20,32,32
461,426,420,569
71,70,71,77
20,26,23,34
23,28,20,29
19,15,23,29
19,28,35,37
24,18,23,35
19,26,27,17
13,19,29,20
28,42,35,38
23,26,29,23
15,22,23,28
24,29,17,20
42,25,28,48
18,23,26,40
2790,2890,2752,3338
42,35,38,42
28,23,32,40
200,200,200,199
50,24,34,38
28,27,31,38
18,25,26,30
21,22,26,29
20,23,25,18
95,105,108,143
14,23,24,17
15,20,24,24
24,25,34,35
16,25,26,42
31,23,19,23
49,32,42,43
22,23,18,31
14,21,23,20
32,21,31,37
33,35,34,44
27,18,21,24
20,25,30,37
35,35,32,34
27,28,17,22
64,41,45,70
24,25,21,28
14,15,27,17
28,19,19,22
27,25,27,28
25,27,29,32
24,26,25,14
28,32,40,44
22,24,13,30
40,31,36,35
12,32,29,23
29,28,21,47
19,23,29,32
26,18,21,25
30,24,23,31
46,53,48,40
43,35,41,55
24,21,23,25
23,31,35,31
12,9,21,24
32,33,28,36
23,22,13,24
25,22,29,28
61,47,56,67
27,23,26,28
38,37,25,34
18,25,22,28
57,62,47,70
22,28,23,26
24,18,19,16
32,26,27,26
18,34,27,26
47,44,59,50
