"sample1.1","sample1.2","sample1.3","sample2.1","sample2.2","sample2.3"
17,573,239,11,8,2
528,1563,677,812,849,444
13,10,17,83,69,77
0,2,1,1,0,0
3,2,1,1,0,2
0,0,0,0,0,0
0,0,0,0,1,0
29,73,97,84,44,77
13,26,13,894,1121,981
823,759,723,530,287,705
1336,1131,1224,664,486,517
60,139,54,189,188,446
1,1,1,1,2,3
462,254,243,319,473,140
112,147,110,380,346,313
33,31,18,225,216,151
0,1,1,14,26,18
586,1414,1373,1003,1404,972
458,396,348,334,305,278
159,67,263,111,228,77
652,661,760,735,265,647
136,444,294,1919,3067,1421
148,98,94,116,74,77
9,31,26,47,25,65
0,0,0,0,0,0
342,355,347,399,274,302
109,131,104,39,205,15
53,11,13,4,12,0
0,0,0,1,0,0
1869,1120,327,907,999,745
0,0,0,0,0,0
530,178,75,239,32,26
0,0,0,0,0,0
4,9,11,3,4,7
1,0,1,6,12,4
5,14,3,0,22,0
987,440,416,1710,421,396
143,130,105,153,122,112
0,0,0,0,1,0
67,62,84,118,122,138
47,80,33,67,52,37
0,0,0,0,0,0
1,1,5,2,5,6
75,14,12,65,5,14
1131,1689,1506,318,204,387
0,0,0,0,0,0
4,2,0,2,1,1
0,204,1,0,2,0
31,168,69,88,267,134
193,25,113,396,493,472
98,1015,2735,539,2624,492
4,4,5,2,0,2
165,219,1040,28,22,140
0,0,1,0,0,1
15,44,20,76,35,28
329,227,378,430,587,370
32,68,20,115,100,41
523,1278,11,11,628,389
0,2,2,1,2,0
3066,1874,997,24,249,364
0,0,1,0,2,0
376,1258,467,212,342,14
0,0,0,0,0,0
0,0,0,0,0,0
77,92,313,166,221,212
2447,1021,2791,1480,1539,50
0,0,0,0,0,0
2,3,2,0,1,4
0,0,0,0,0,0
880,1521,861,688,224,2114
12,14,27,20,5,7
10,13,14,46,13,2
158,196,230,155,288,225
0,0,0,3,5,10
0,0,0,0,0,0
717,346,510,458,842,652
70,482,371,259,134,375
47,72,36,48,38,24
49,58,78,59,185,94
3,6,6,0,0,0
293,100,3,325,221,348
4,0,0,3,0,1
43,29,42,16,41,19
1,0,0,0,4,2
248,168,193,842,139,23
59,105,81,93,109,69
46,311,94,888,5272,774
1,1,1,2,1,3
20,61,6,6,27,17
241,312,303,499,366,261
215,94,2,26,25,2
75,32,34,13,45,34
292,320,722,761,408,483
129,290,196,261,416,396
0,0,0,0,0,0
465,2,115,1075,41,1004
8,6,11,10,15,9
35,77,54,75,95,31
266,380,296,404,223,300
0,0,0,0,0,0
2,1,2,3,1,2
0,0,1,0,0,0
1,9,13,11,0,5
0,0,0,0,0,0
55,46,93,98,100,42
32,42,120,109,14,23
0,1,0,0,0,0
1044,784,619,724,662,1149
101,97,127,92,181,78
36,45,14,14,31,1
1,1,1,1,2,0
63,67,80,71,88,58
13,0,23,0,5,13
657,706,225,102,209,229
307,215,171,201,170,218
1,3,3,0,3,5
11,25,13,13,11,7
31,13,27,1335,335,133
4,0,5,6,1,1
479,113,50,307,270,251
80,3,9,310,2,58
1289,1857,1572,2061,1852,364
4,9,6,5,7,6
7625,2408,3171,116,80,76
31,76,39,18,31,32
37,59,675,18,0,69
27,16,36,3019,7156,1735
221,176,250,177,139,238
2,1,0,0,0,0
54,100,93,3224,3505,5695
207,506,57,92,470,152
7,4,8,38,7,34
0,0,0,0,0,0
197,92,168,231,220,256
2,4,4,4,11,8
0,0,0,0,0,0
1975,1009,1416,195,111,94
346,1123,528,686,88,427
511,570,958,585,482,294
1,1,0,0,0,0
62,48,65,61,61,51
124,193,94,22,21,18
173,176,157,132,199,145
4,19,23,75,18,10
12,22,9,7,19,10
1,0,6,0,1,0
733,410,589,448,605,555
30,48,54,50,39,20
48,158,126,23,25,73
393,622,470,1074,1261,887
238,266,277,254,264,256
11,4,0,0,0,3
4,10,0,3,0,0
1305,1162,921,1495,726,902
0,0,0,0,0,0
41,0,19,5,20,28
75,47,40,64,72,85
3,4,6,1,0,0
371,122,228,164,16,70
231,283,15,275,525,127
141,248,120,140,7,35
4,2,1,1,1,3
48,123,99,120,111,202
7,9,0,19,1,4
394,308,379,238,513,306
215,249,211,229,207,194
0,0,0,0,0,0
0,0,2,2,6,3
31,3,28,66,65,514
124,128,131,169,136,96
6,3,18,11,9,5
0,0,1,1,0,1
59,62,8,72,160,10
0,0,0,1,0,1
140,170,206,50,134,91
2902,2480,1986,2127,2487,2108
39,2,525,442,188,1
6,3,2,7,1,0
2,1,1,2,3,1
0,0,0,0,0,0
504,223,103,625,688,168
0,1,0,0,1,1
0,0,0,2,24,1
0,0,0,0,0,1
15,634,1,70,140,8
5,3,5,2,5,0
0,0,0,0,0,0
18,42,58,21,42,32
12,15,7,4,7,14
737,683,574,187,193,164
231,46,763,340,237,238
0,0,0,0,3,1
8,12,5,5,6,7
3,9,6,8,8,11
39,26,34,24,30,15
0,1,0,0,0,0
68,22,20,13,10,44
5,4,0,0,2,1
481,273,1305,890,1450,53
71,110,65,3923,4062,2985
0,0,0,3,0,1
0,0,0,0,1,0
244,285,213,73,103,57
0,0,0,0,0,0
0,0,0,0,0,0
6,6,1,26,0,0
7,10,16,782,1662,1831
193,375,138,105,99,121
3,2,1,0,2,1
194,106,60,68,85,176
72,20,48,36,82,52
3,1,5,5,0,0
813,89,320,357,76,618
0,4,6,5,3,4
2,1,5,6,8,5
68,11,285,169,48,58
893,1304,106,801,1775,1218
17,14,11,14,8,4
48,43,29,35,49,41
722,627,575,335,1402,494
0,0,0,1,0,1
44,96,111,166,8,131
89,119,72,91,95,76
68,82,107,68,133,109
7,8,12,3,6,3
67,334,175,303,127,152
166,391,366,318,290,393
130,290,126,301,280,190
166,21,107,274,106,259
1,0,0,0,0,0
0,1,0,9,14,7
4,1,0,2,0,0
0,0,0,0,1,1
175,135,133,68,132,189
0,0,0,0,0,0
3,0,15,2,0,3
694,102,517,204,34,4
0,0,0,0,0,1
87,614,548,742,3197,628
602,1157,702,5,320,832
82,74,100,98,90,76
4,0,8,9,9,7
31,33,38,56,61,24
13,21,23,7,3,57
2,4,3,155,224,163
2,0,2,0,2,0
2113,3337,3167,135,198,128
24,22,35,33,17,10
7,1,15,4,1,0
66,69,67,69,35,45
68,45,36,119,88,41
131,128,103,900,1018,1028
274,129,123,203,14,10
358,305,431,318,306,211
16,35,23,9,17,31
547,1062,749,1394,1421,1720
1,0,1,0,0,0
114,3,3,40,36,1
3,12,7,2,0,12
15,4,2,13,12,22
68,155,63,89,100,76
50,53,79,42,58,32
13,16,11,0,0,0
22,25,44,45,22,25
177,623,216,95,67,544
0,0,0,1,0,0
0,0,0,0,0,0
96,110,157,5,3,4
272,87,484,190,791,109
147,169,138,167,130,127
3,1,5,0,6,1
387,270,132,99,515,334
247,255,125,203,188,265
388,442,479,390,464,340
124,88,367,179,119,38
0,0,0,0,0,0
88,125,106,50,128,114
0,0,0,0,0,0
784,908,602,918,1620,794
26,28,100,64,36,86
3,2,2,3,5,3
29,41,185,10343,3020,1206
54,23,7,99,31,16
662,211,283,47,411,145
0,0,0,0,0,0
258,270,203,185,304,89
11,13,19,10,18,23
504,1194,861,590,328,741
14,10,17,11,16,7
22,6,3,14,38,9
0,1,0,0,1,0
1010,1256,1486,1335,1258,1133
0,1,3,1,1,1
437,515,495,543,523,440
164,1035,754,378,300,323
24,9,27,30,89,33
8,19,10,5,3,8
22,54,64,29,32,40
696,46,664,256,490,633
1151,389,483,670,973,431
65,50,66,1405,1981,669
9,11,9,18,9,9
133,375,99,698,642,741
0,1,0,0,0,0
6,4,8,15,7,15
0,1,0,0,0,0
0,0,0,0,0,0
3,2,2,1,1,1
8,47,7,6,1,28
3,4,3,41,34,44
211,108,122,51,103,236
153,9,43,33,1,40
2,2,0,0,0,1
1,30,30,2,10,11
0,2,0,0,0,0
3,24,5,14,87,61
30,84,67,30,52,40
41,13,35,11,30,18
71,54,422,120,203,187
0,0,0,0,0,0
0,0,0,0,0,0
51,53,71,49,51,51
3,14,9,0,2,2
83,99,85,97,128,91
25,205,194,62,73,98
0,0,0,0,0,0
0,0,0,0,0,0
9,53,77,9,28,9
45,43,54,11,25,22
19,24,36,21,17,15
17,31,15,10,26,22
553,173,124,510,579,126
1,59,30,58,26,33
31,36,32,50,8,95
0,1,0,1,1,0
340,377,325,403,317,334
404,440,562,401,329,323
730,880,764,573,763,600
7,4,4,3,0,1
606,725,609,71,63,74
234,172,304,201,276,83
21,37,29,42,46,43
479,683,527,248,506,309
0,2,1,1,0,0
29,33,27,13,19,22
0,0,1,0,1,0
34,29,15,47,16,20
44,54,35,32,50,43
1,8,2,6,1,1
0,1,0,0,0,1
709,288,946,973,977,1281
82,7,44,49,19,4
0,0,0,0,0,0
2,0,5,8,1,0
117,170,186,160,119,144
389,232,100,90,74,51
74,109,49,310,170,174
281,779,280,141,107,116
243,1452,128,225,163,43
132,113,176,184,202,216
2,7,1,7,0,0
3,15,40,3,17,20
32,33,8,22,38,7
0,0,0,0,0,0
0,2,0,5,0,1
49,43,63,29,22,18
163,182,132,97,70,62
86,145,6,2,23,5
368,337,222,250,165,147
94,14,284,266,230,135
39,40,30,57,48,32
19,86,2545,65,355,172
14,3,3,5,1,0
843,517,46,245,17,1852
116,88,75,111,102,88
40,19,29,16,39,30
7,0,20,0,1,17
66,21,144,11,6,37
24,35,36,1,3,1
0,0,0,0,0,1
0,0,1,0,1,0
383,1943,1112,1238,811,955
437,546,299,348,453,540
9,29,16,10,144,14
44,52,54,53,45,51
224,263,292,181,180,187
0,0,0,0,0,0
8,6,16,7,5,4
0,0,0,0,0,0
310,121,211,81,376,71
215,31,108,585,16,597
1225,1383,872,503,398,346
7,8,3,9,12,2
1,7,9,1,8,1
155,88,77,1354,913,174
36,40,355,143,11,33
2307,1317,1416,969,1813,1048
306,460,336,357,131,163
16,3,4,57,19,71
0,0,0,0,0,0
3144,2228,2142,506,95,416
69,78,44,8,5,2
1,0,0,2,0,0
25,68,589,113,323,221
2,1,0,2,0,2
187,125,197,180,170,145
45,31,56,5787,2742,7147
1323,176,655,1235,426,548
2,0,4,1,0,0
2,1,4,1,3,6
45,3805,700,503,109,9
0,0,0,0,0,0
169,105,578,184,240,178
15,12,55,1,29,4
5,42,6,39,21,49
1,1,1,1,1,4
5,28,42,7,36,34
70,75,60,47,44,36
1,3,2,0,0,0
1,0,1,0,3,3
91,85,89,106,73,66
398,439,439,388,366,378
76,654,864,367,631,302
0,0,0,0,0,0
7216,2600,677,38,14,76
33,6,62,73,293,63
65,82,195,128,232,261
128,131,59,8,7,2
422,691,546,570,436,282
2,10,6,7,13,0
291,378,360,80,189,360
52,38,71,112,123,87
0,0,0,0,1,0
0,0,0,0,0,2
7,20,13,28,27,28
6,3,3,10,3,4
0,0,0,0,0,0
25,36,49,29,37,19
91,207,193,184,107,42
36,20,11,123,160,58
654,218,363,160,529,170
49,125,46,2,2,2
476,580,601,480,1124,374
0,0,0,1,0,0
5,10,6,6,4,15
1,6,1,3,1,2
83,63,63,93,113,2
3,52,5,31,24,6
46,62,54,279,152,64
0,0,1,0,2,0
365,360,451,396,474,355
0,0,0,0,0,0
4,28,6,6,6,1
26,70,72,57,52,84
26,25,95,28,33,26
0,9,0,4,1,2
113,127,100,4,18,12
57,44,49,36,49,46
3,28,11,0,0,0
462,821,522,523,466,588
557,1365,54,471,227,258
7,14,4,7,4,2
21,18,10,10,18,14
15,32,25,5,18,68
5,10,4,5,4,4
3552,5203,1860,183,197,260
1078,1300,843,569,771,669
6,0,0,5,1,0
0,0,0,0,0,0
431,9,1538,173,204,722
203,138,73,206,60,109
328,59,253,19,138,4
0,0,2,0,2,0
0,1,4,0,0,0
4,2,1,0,0,0
0,0,0,0,0,0
300,454,284,278,358,240
14,23,14,14,26,22
47,90,58,75,59,68
1,1,0,2,3,1
387,297,548,750,320,489
32,105,70,14,77,73
343,345,293,34,2,3
0,0,0,0,0,0
9,26,0,4,20,39
26,28,57,496,367,407
1397,220,18,7,5,147
7805,3818,5531,110,146,58
4,0,0,38,122,67
5,0,4,19,46,0
285,274,287,254,143,232
0,0,0,0,0,0
14,33,7,8,8,3
5719,3353,1973,164,163,72
0,1,0,1,0,0
0,0,0,0,0,0
19,51,75,33,36,21
1111,600,335,338,758,245
826,695,628,312,303,241
0,221,18,41,74,70
103,78,76,119,157,131
42,78,24,40,63,55
9,14,8,19,8,6
104,166,167,1378,1048,344
0,0,0,0,0,0
166,201,182,188,184,162
55,22,29,3,56,40
8,9,17,6,12,5
714,894,718,143,159,130
390,425,367,362,392,418
4,14,133,55,73,47
1,21,46,88,2,70
0,0,0,2,0,0
85,124,100,119,50,122
2,3,1,0,3,0
98,346,130,230,304,171
346,199,638,782,618,416
1,0,0,0,1,1
0,0,0,0,0,0
109,86,99,101,80,114
6,0,5,4,11,19
3,2,0,0,0,0
168,78,13,81,612,14
68,100,74,75,70,69
651,779,751,598,582,611
0,0,0,0,0,0
0,0,0,0,1,1
152,385,270,327,191,220
3,7,12,5,12,7
1,2,0,0,0,0
64,28,36,17,19,55
102,156,65,126,88,95
464,460,734,969,470,425
121,97,83,120,109,122
1035,1916,468,381,559,795
22,43,37,26,20,22
56,50,27,4,8,30
155,61,247,18,36,98
0,1,1,0,1,0
375,37,19,3316,1504,81
188,627,224,519,454,643
24,32,28,809,588,424
55,740,255,658,563,287
19,35,37,18,42,7
3,4,4,69,21,30
16,2,16,14,8,6
61,16,17,10,361,249
0,0,0,0,0,0
0,0,1,0,0,0
43,43,53,39,37,41
84,132,68,139,102,52
2,2,2,3,1,4
1039,1079,775,83,99,59
504,496,446,732,536,472
90,329,48,337,359,436
0,0,0,0,2,0
1864,1310,317,745,740,730
51,47,10,169,36,138
90,322,78,925,590,922
433,384,354,97,163,56
1,6,10,6,7,4
2,6,17,75,720,306
0,0,0,0,0,0
231,1175,22,22,23,0
369,110,184,216,1134,313
200,501,207,4,67,0
6,11,1,5,13,4
90,177,161,219,155,312
16,16,11,14,15,9
0,1,0,0,0,0
123,295,370,645,25,184
126,82,118,96,48,157
269,86,112,6,6,83
512,439,537,36,17,12
10,11,8,7,3,6
7,2,1,3,2,1
152,349,239,258,236,149
0,0,0,0,0,0
2428,1924,1462,25,13,78
104,449,235,111,254,244
465,394,881,63,692,68
0,0,0,0,0,0
44,65,65,55,43,61
44,62,79,42,68,61
271,371,185,353,338,273
972,435,158,25,248,69
5,7,6,10,3,1
143,215,284,87,117,165
16,12,9,12,4,18
0,0,1,0,0,1
265,102,217,384,375,86
1031,119,53,326,188,158
656,736,683,960,1049,941
0,0,0,0,2,0
235,223,985,1354,607,860
4,12,5,14,19,4
276,230,423,334,261,472
445,788,269,294,695,964
75,3708,2493,374,0,17
129,208,71,177,153,107
0,0,0,0,0,0
6,12,7,1,1,2
4,6,11,3,4,4
15,10,2,13,1,3
1287,1040,892,88,73,81
370,13,176,272,833,462
423,29,247,69,792,262
0,0,1,0,0,0
12,4,8,2,0,0
633,690,511,520,463,337
0,0,0,0,0,0
2,1,10,115,92,58
191,186,128,159,136,106
202,97,60,99,378,143
0,0,0,0,0,0
408,234,688,665,515,379
41,156,87,23,16,256
433,366,300,414,444,385
1107,388,743,284,227,601
5,4,4,1,3,2
4,1,1,1,0,0
0,0,0,0,0,0
1020,1176,755,988,1082,775
25,32,87,73,93,66
6,4,4,0,2,0
11,34,6,0,8,4
737,837,446,623,658,553
30,44,23,4,4,4
3,1,2,9,2,7
17,48,6,49,20,15
1298,725,453,876,699,675
190,697,506,369,364,532
67,706,56,349,50,10
233,245,231,3,4,3
0,0,0,0,0,0
595,9,179,136,439,180
193,106,8,228,78,245
23,36,7,5,6,19
11,20,17,383,182,263
125,67,66,50,58,59
6,0,3,3,3,0
15,242,154,13,12,34
0,1,1,0,0,0
0,0,0,0,0,0
887,771,204,716,275,104
0,0,0,0,0,1
1,0,1,0,0,1
2,0,2,1,2,4
1,9,4,2,2,23
98,53,65,26,20,4
284,592,524,384,163,151
405,470,238,29,11,27
38,143,95,1838,1484,526
315,296,285,281,329,240
36,13,31,45,49,31
29,26,5,5,20,22
19,22,0,1,28,4
3553,3046,3682,3540,2496,2128
7,11,12,8,13,13
0,0,1,0,0,0
1,4,0,0,0,0
8,15,21,6,17,0
108,102,107,60,33,41
24,32,23,781,778,602
419,510,365,16,17,15
106,47,75,133,89,94
702,681,898,491,799,511
0,0,0,0,0,0
0,1,0,0,1,1
174,1015,0,15,6,11
41,36,85,73,91,21
178,80,119,150,185,210
6,10,12,11,6,1
964,695,446,535,581,510
41,62,61,39,42,58
0,0,0,0,0,0
225,193,763,10,257,216
3,0,0,2,3,0
0,0,0,0,0,0
7,0,5,48,6,26
58,67,64,122,52,2
130,257,100,66,93,57
29,7,30,10,18,14
550,496,638,621,220,751
95,106,78,458,537,515
16,4,46,46,24,13
283,363,474,327,200,209
6,8,7,12,14,22
0,0,0,5,8,14
184,223,213,227,250,197
19,66,52,36,26,27
22,10,15,11,18,24
6,8,4,1,4,1
120,69,96,30,101,58
80,79,50,73,53,51
589,1132,581,1180,491,927
69,542,405,121,202,21
4,9,19,1,11,8
1,3,0,1,2,0
0,0,0,0,0,0
8,56,56,1,13,9
0,0,0,0,0,0
446,458,436,740,540,472
263,113,188,495,130,40
22,53,32,32,47,11
1266,1280,3903,34,97,117
22,12,7,27,25,77
907,22,2618,638,1709,2526
10,11,1,14,5,11
46,773,142,60,643,945
0,2,0,1,0,1
1012,963,750,737,694,875
0,0,2,5,4,0
0,0,0,0,0,0
14,11,25,29,18,28
50,32,16,66,54,10
0,0,0,5,3,4
6,3,6,3,2,4
252,477,359,420,281,202
0,0,0,0,0,0
102,278,115,82,107,123
0,0,1,0,2,1
41,2,11,34,19,3
5,15,2,6,20,33
0,0,0,0,0,0
0,3,0,0,1,7
86,54,163,216,76,62
169,387,152,328,158,72
32,4,34,4,43,30
13,12,9,1,4,4
0,0,0,0,0,0
51,24,29,48,35,27
25,26,20,38,54,58
19,35,1,5,14,4
725,1515,578,1045,890,634
24,28,20,20,24,19
35,35,38,91,75,76
53,31,49,40,73,40
12,9,5,250,91,144
29,11,15,24,20,94
1,0,0,0,0,1
242,241,233,318,182,349
0,0,1,3,3,1
2,2,2,0,1,4
896,758,563,751,637,689
31,1449,628,74,1482,612
0,0,0,0,0,0
858,725,434,1133,987,648
9,29,2,1,5,0
5,7,7,1,3,2
7,15,15,14,10,6
15,42,13,31,34,36
0,0,0,0,0,0
80,200,107,129,229,212
4,6,0,2,3,1
44,75,68,23,36,40
40,92,39,19,7,70
1,0,0,36,3,14
121,59,115,103,35,61
0,0,0,0,0,0
3,6,5,4,5,5
4,3,1,5,2,4
20,31,13,0,3,3
0,0,0,0,0,0
0,0,0,0,0,1
4,4,1,2,2,2
140,122,80,49,104,32
239,3,37,16,14,11
6,4,6,9,2,2
331,554,110,112,148,198
1,0,2,8,9,13
80,332,123,400,223,86
31,80,46,85,85,37
34,510,553,43,28,14
302,422,308,334,429,214
2,1,0,2,1,4
1,26,2,23,15,24
197,266,1132,194,263,357
26,183,120,584,310,466
33,29,56,41,42,48
109,90,90,28,59,68
11,9,2,6,9,5
45,29,72,85,77,8
19,35,37,51,26,13
766,649,506,783,1,142
18,8,110,45,171,455
0,0,0,0,0,0
0,0,0,0,0,0
8,7,2,3,6,6
65,201,184,90,48,122
66,50,72,78,47,42
68,92,75,85,81,82
12,1,12,2,8,6
1,0,0,0,1,3
378,155,142,187,221,84
9,26,25,27,55,39
2913,208,996,3,0,2
0,0,0,3,0,3
43,0,34,0,45,0
81,129,90,79,148,96
7,8,10,590,375,354
0,0,0,0,0,0
61,118,128,200,117,97
39,54,32,58,39,46
7,8,5,9,15,6
1,2,1,3,2,1
39,122,32,73,150,58
13,20,13,25,27,4
2,7,1,21,8,21
0,1,0,1,0,0
1,1,2,1,1,4
102,158,291,154,274,85
9,6,7,505,186,1070
169,316,1009,2251,2764,895
0,0,0,0,0,0
3,8,3,1,3,3
1,3,0,2,2,0
16,19,41,9,12,4
1,0,0,0,0,1
112,123,79,171,67,39
1,3,2,3,2,1
20,38,52,197,17,100
23,22,35,209,185,448
2,0,0,1,2,0
64,94,96,463,48,500
4,1,0,8,0,2
1341,2209,832,1716,1579,1107
1,2,6,15,7,1
10,11,4,10,6,6
109,262,215,27,36,50
237,324,292,248,253,211
0,0,1,0,0,0
70,142,18,43,61,85
430,930,9,82,429,59
206,219,201,258,163,140
0,0,0,0,0,0
53,31,41,47,60,27
0,0,0,1,0,0
22,10,0,2,19,1
145,174,140,106,25,140
244,356,417,233,77,141
29,111,48,50,117,104
273,425,189,222,318,320
8,28,33,1,3,61
29,3,37,29,25,22
21,21,20,13,33,21
1,1,1,1,3,3
224,232,265,158,155,172
218,21,89,8,23,11
0,0,0,0,0,0
112,1,22,79,90,40
5,16,13,7,11,3
0,0,0,0,0,0
27,24,79,36,35,32
43,191,219,49,76,12
7,7,31,17,5,11
145,332,48,77,174,74
111,127,80,268,51,210
139,10,0,109,2,751
691,587,1616,179,74,75
58,144,137,109,246,86
3,3,1,12,7,8
3,8,5,5,4,4
0,3,2,0,0,0
627,721,709,24,40,44
0,2,4,2,0,1
0,0,0,0,0,0
4,8,7,5,8,8
31,72,41,33,37,28
1374,1642,1818,73,74,77
3,8,7,6,13,17
0,0,0,0,0,0
417,98,293,61,86,69
79,546,954,388,216,301
0,0,0,0,0,0
279,157,247,157,148,252
183,438,70,103,201,346
0,0,0,0,0,0
0,0,0,0,0,0
79,90,74,81,64,68
763,2676,559,1693,357,319
11,4,10,13,20,29
0,0,0,3,2,6
2,0,0,11,6,4
13,18,11,11,21,14
170,436,139,247,130,104
0,0,0,1,0,0
1,1,0,4,1,1
252,470,54,326,59,37
2,1022,380,633,216,1541
5,4,1,1,0,2
1262,779,992,39,572,434
0,0,0,0,0,0
0,0,0,0,0,0
21,143,125,57,712,102
294,230,69,112,57,339
1,0,0,1,3,2
55,29,26,41,19,18
101,63,71,83,80,114
2,4,2,3,1,5
1,0,2,67,50,45
6,7,4,2,6,6
1,1,0,2,1,2
552,673,497,289,413,341
0,0,2,0,1,0
1,0,0,1,0,0
19,20,27,31,22,10
50,154,73,12,10,128
5,1,6,7,7,6
21,3,1,14,20,4
0,0,0,0,0,0
831,513,1248,478,778,1277
63,44,38,35,33,27
35,34,31,31,30,16
68,31,48,54,98,36
0,0,0,0,0,0
5,55,11,28,7,14
3,10,41,39,46,108
7,16,10,7,8,8
0,0,0,0,0,0
0,1,1,0,0,2
211,364,86,595,254,425
180,194,183,71,36,220
1,0,0,0,0,1
2636,8197,1936,396,895,364
38,140,65,102,137,7
0,0,0,0,0,0
6,198,186,122,117,50
0,1,0,1,0,0
0,0,0,0,0,0
1275,502,723,2228,1921,199
33,11,98,118,3,94
0,0,0,0,0,1
505,543,227,358,428,371
975,1345,136,197,81,41
31,29,29,39,29,22
0,3,0,2,0,0
2,9,4,1,3,6
50,43,43,60,37,38
1709,1975,365,1704,231,153
0,2,3,0,1,0
0,0,0,0,0,0
259,168,1243,419,48,171
451,221,429,387,331,301
44,64,76,96,67,80
1182,548,200,1499,499,1027
39,113,473,482,487,166
585,977,1154,15,27,3
322,310,220,196,270,224
38,72,20,4,1,40
37,141,110,28,58,5
3,2,2,6,3,4
0,0,0,0,0,0
0,0,0,0,0,0
1,13,0,0,1,0
4,2,6,5,4,4
464,242,152,75,84,45
34,33,17,16,26,17
1503,715,1486,4299,872,1347
10,11,17,2,3,0
17,3,1,11,0,0
2596,1100,1424,1156,1657,632
12,25,8,12,16,11
500,883,361,362,345,320
0,0,0,0,1,0
1,1,0,0,3,1
23,40,30,13,32,20
25,24,89,15,22,13
50,88,92,25,14,68
867,1133,764,869,915,717
1,0,0,0,4,2
0,0,0,0,0,0
2,10,25,7,26,8
4,6,2,8,9,3
158,429,261,181,90,166
18,3,3,8,9,5
36,32,27,56,40,16
6,22,0,4,21,34
486,1078,552,858,889,550
3,0,4,3,3,5
15,147,54,134,110,64
5,4,2,45,49,33
0,0,0,0,0,0
411,312,190,76,46,22
25,21,23,21,30,16
76,41,34,92,158,167
91,86,61,56,57,63
64,161,72,83,79,14
5,16,4,4,8,4
2,1,3,1,0,1
137,141,134,153,143,137
1,7,20,5,8,2
80,851,243,0,13,147
165,143,303,194,171,216
2,0,0,0,6,3
0,0,0,0,0,0
2,1,3,0,0,1
0,0,0,1,1,0
75,65,72,50,55,41
19,16,40,20,19,19
0,0,0,0,0,0
12,6,17,2,7,5
37,339,185,155,145,178
52,34,37,63,11,29
7,2,2,2,4,5
1453,876,880,1037,959,1312
658,757,748,692,744,591
195,439,226,23,616,44
379,429,309,132,123,298
77,91,153,107,129,70
452,2716,71,512,794,5238
898,934,667,154,208,156
0,0,0,0,0,0
133,431,480,283,580,402
2,14,8,5,7,14
1,0,0,0,0,0
0,0,0,0,0,0
4845,1522,2013,180,367,530
201,9,355,1746,156,63
139,119,0,59,1019,138
167,105,119,29,33,266
124,96,194,99,147,137
3,8,9,0,3,4
484,552,178,523,611,1073
95,51,55,715,625,496
55,157,23,291,311,216
271,501,300,502,214,331
28,18,6,89,95,394
100,382,129,104,170,102
1,1,1,1,1,4
91,105,93,18,33,36
78,45,48,15,30,14
0,4,3,2,1,7
1,4,3,1,0,0
15,23,17,36,5,11
615,199,103,66,156,89
25,20,22,48,13,14
0,0,0,0,0,0
132,2,1694,309,634,1352
0,1,0,0,1,4
2,7,50,1128,863,386
45,59,37,44,68,60
1243,542,741,106,17,41
470,620,430,406,461,613
5,1,1,6,2,2
441,702,653,609,812,880
8889,1598,8110,110,92,251
1,3,5,4,4,4
9,14,6,9,16,16
99,58,25,97,125,710
388,339,344,295,301,338
23,54,32,51,28,37
749,580,372,630,707,361
216,1265,419,793,661,184
1293,1150,1347,51,50,38
29,15,10,24,55,9
1020,1135,973,14,26,16
2,7,6,5,10,3
421,453,501,75,67,55
3,0,0,2,2,0
0,0,0,0,0,0
0,1,0,0,0,0
3670,4124,731,333,66,358
2,0,2,0,0,0
146,53,264,577,20,182
0,0,0,0,0,0
130,63,14,2,8,4
286,529,571,303,423,399
0,0,0,0,0,0
126,299,296,437,494,399
1343,1912,975,980,1405,1159
10,10,22,341,424,349
44,57,13,29,16,76
13,12,19,11,8,16
4,6,1,2,0,0
21,92,236,6,168,64
1,2,0,1,0,0
63,76,62,71,96,63
0,0,0,0,0,0
126,77,153,82,228,237
1997,161,58,987,811,311
1,0,0,0,0,3
121,123,26,82,74,18
0,0,0,0,0,0
9,9,4,1,20,4
311,1904,1406,2268,1356,450
0,0,1,0,0,0
29,28,18,33,11,47
46,62,103,1,3,1
0,0,0,0,0,0
126,718,1133,372,548,513
96,87,108,24,80,68
95,79,95,92,91,103
170,127,134,136,114,118
5492,7732,66,4399,445,2869
1,0,6,2,1,1
0,0,0,0,0,0
63,61,194,121,143,253
19,14,20,29,30,12
11,7,7,60,23,36
0,0,0,0,0,0
107,58,40,37,55,96
118,581,333,9253,3385,2938
28,782,749,207,442,317
24,20,43,3,28,32
57,433,165,37,1544,742
39,26,27,23,18,22
41,40,20,39,29,37
0,0,0,0,0,0
15,28,24,43,9,32
569,343,1054,579,723,874
0,0,0,1,0,0
3,2,2,0,0,1
0,0,0,0,0,0
1,0,0,0,0,0
1307,1291,1280,1263,1237,1175
31,15,46,19,112,69
21,14,12,17,26,16
787,6160,2317,79,58,189
4,4,17,268,355,284
206,421,210,292,474,246
10,15,7,442,566,2048
45,68,55,31,52,23
1,2,2,3,1,2
6,6,8,11,3,3
0,1,0,0,0,0
0,0,0,0,0,0
14,7,1,5,3,6
38,9,268,9,505,10
0,0,0,0,0,0
0,1,0,4,0,4
57,87,37,136,49,141
1,4,3,6,18,8
0,0,0,0,0,0
598,525,368,96,11,79
800,585,249,16,32,57
29,29,23,16,15,14
0,0,0,1,1,0
