"sample1.1","sample1.2","sample1.3","sample2.1","sample2.2","sample2.3"
34,19,23,26,54,12
94,113,104,74,88,93
39,41,53,990,4177,1984
303,51,438,179,237,675
581,279,307,544,555,108
1,1,0,0,1,0
178,148,189,141,170,230
438,534,940,1087,465,516
4,1,3,3,2,0
858,860,599,706,643,619
3,0,2,1,55,6
8,6,10,7,12,14
3,7,3,3,1,4
207,38,203,35,4,24
2,0,0,21,25,17
456,386,342,340,294,679
56,23,33,92,41,29
0,0,0,1,0,1
0,0,1,4,2,0
236,193,176,216,202,144
0,0,0,1,0,0
0,1,0,2,1,3
0,0,0,0,0,0
2,6,9,4,8,7
2,1,9,0,10,1
0,0,0,0,0,0
0,0,0,0,0,0
74,231,41,85,91,53
292,713,276,60,0,450
117,174,261,231,157,105
51,46,33,55,44,26
16,26,16,18,14,5
0,31,4,1,4,2
83,96,24,39,21,61
0,0,0,3,2,2
10,6,4,10,6,5
0,1,5,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
3,1,9,1,3,2
0,0,0,0,0,0
57,63,65,42,17,26
3395,4174,1688,532,5193,4563
11,3,26,34,61,68
2,9,0,6,16,0
35,65,277,59,551,110
103,112,92,117,103,90
0,0,0,0,0,0
0,0,1,0,0,0
16,0,201,0,1,0
123,268,643,9649,1364,1835
13,20,12,25,22,26
1,1,1,0,0,0
1028,448,599,1478,457,634
1110,2286,5216,186,660,1903
3309,5514,3504,6422,4396,1412
224,305,254,32,28,12
202,440,167,171,306,194
136,59,1,10,61,36
0,1,0,3,4,2
22,58,44,28,20,42
3,6,17,5,183,14
41,26,13,22,27,31
0,0,1,0,0,0
116,116,136,98,124,60
0,0,0,0,0,0
420,295,409,555,471,249
0,0,0,22,6,38
3,4,3,5,0,7
18,4,0,1,3,3
214,116,159,0,3,0
114,114,138,112,74,154
57,67,68,43,68,58
783,1455,944,3818,3704,4657
1,3,5,2,1,1
119,67,41,65,38,8
3,1,5,2,3,4
165,279,488,1,21,20
268,232,237,216,243,206
0,0,0,0,0,0
103,28,42,58,63,38
13,7,13,24,16,17
11,10,17,18,8,7
21,19,35,151,269,362
217,251,180,218,174,160
1584,1244,51,455,2880,1975
43,52,35,28,60,30
2,10,21,23,63,55
0,0,1,0,0,0
24,20,17,12,20,18
52,344,14,93,58,120
120,97,44,62,22,70
205,217,149,254,172,136
203,300,296,273,134,137
2,6,2,6,6,2
0,0,0,0,0,0
376,296,346,2022,1389,1573
0,0,0,0,0,0
153,45,100,47,76,103
895,2254,1743,492,545,1804
1027,1046,465,1171,707,325
96,44,2,29,15,40
0,0,0,0,0,0
4,4,3,1,1,0
0,0,2,3,1,4
247,177,477,23,1,23
0,0,0,0,0,0
117,218,150,209,182,22
268,302,276,236,325,440
1,0,1,0,1,1
707,169,818,1361,543,302
12,7,10,0,2,1
2,1,0,90,47,90
355,321,308,252,357,170
297,200,25,286,97,132
1,21,2,4,4,2
5,18,0,1,0,22
59,70,44,47,84,38
953,242,378,264,464,332
470,295,545,257,171,233
1,1,0,1,0,1
0,3,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
8,26,42,28,48,7
143,2558,58,933,1005,682
191,21,62,1573,1177,1589
178,473,287,181,539,200
144,130,139,139,91,150
514,647,784,8,20,5
11,18,12,26,38,6
1023,570,543,596,578,397
5,7,2,2,2,2
1356,399,245,1141,393,3616
25,146,73,75,105,283
35,92,80,377,61,92
76,175,434,386,615,202
28,31,30,30,15,20
126,223,176,64,121,197
1,0,1,0,0,0
316,370,569,232,367,290
7,190,286,40,188,218
0,0,0,0,0,0
177,23,35,60,143,128
0,0,1,252,26,163
7,21,4,2,2,25
180,415,16,64,87,2
270,36,93,70,78,22
883,1581,466,25,20,22
221,307,329,165,232,521
0,1,0,0,1,0
202,254,173,183,191,188
105,107,39,50,161,94
312,62,121,170,76,119
2,1,7,51,43,54
0,0,0,0,0,0
31,51,104,372,92,45
7,12,10,2,5,11
7,3,7,2,5,3
0,0,0,0,0,0
0,0,0,0,0,0
0,1,2,2,1,1
283,397,311,270,366,329
73,95,58,40,49,111
0,0,0,0,0,0
49,61,82,100,22,29
76,42,33,59,52,35
332,472,369,242,237,561
39,33,40,14,15,99
8,30,43,43,19,15
785,1331,800,1368,808,472
4,4,103,0,121,14
5,3,5,5,1,8
14,25,17,12,19,13
1423,1579,1368,842,1546,1200
7047,438,4057,517,1593,936
54,46,10,72,88,96
5,2,7,2,4,6
15,14,7,0,7,12
44,20,26,60,69,192
379,913,784,41,371,807
1,0,3,0,1,0
13,84,17,41,29,41
133,61,16,9,16,270
320,314,284,18,21,10
12,12,13,12,13,10
566,930,394,792,478,213
27,42,10,21,48,21
0,6,1,3,0,3
42,19,19,12,20,19
2,0,3,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
25,36,36,33,38,40
183,183,208,154,85,72
1,0,0,2,1,1
13,7,10,8,10,8
773,1387,1426,1733,1015,1684
5,4,12,10,15,3
3954,4764,4199,523,542,590
312,1307,222,397,233,822
13,0,53,0,13,3
0,0,0,0,0,0
288,645,167,288,89,176
0,0,0,0,0,0
46,96,28,94,127,114
153,25,33,80,111,48
14,100,71,88,44,106
0,0,0,0,0,0
0,0,0,0,0,0
1303,1764,1563,1405,874,1195
0,0,0,0,0,0
2,3,3,5,1,6
57,2,175,62,628,794
9,16,89,168,952,146
240,207,15,597,957,16
0,1,1,0,0,0
58,64,63,73,131,77
224,318,138,380,227,304
325,1201,785,412,295,338
43,79,60,43,68,49
1,1,0,0,0,0
30,140,467,141,236,372
2,1,3,2,3,7
9,2,2,18,14,7
0,0,0,0,0,0
98,260,446,6949,4656,4990
287,294,238,275,295,259
171,210,272,153,116,110
0,0,0,0,0,0
166,148,250,256,244,141
1437,1019,1192,1724,516,533
1,1,0,0,0,2
9,6,5,1,6,3
369,354,136,294,157,440
811,161,831,242,180,351
134,253,154,7164,9521,8006
21,20,17,6,28,11
0,1,0,0,1,0
6,3,0,106,166,288
0,0,0,0,0,0
2,1,2,2,0,3
11,12,12,17,19,5
39,38,26,30,32,34
0,0,0,0,0,0
15,20,18,18,21,20
38,34,36,5,13,20
380,1322,473,481,619,743
2,0,2,1,1,2
0,0,0,0,0,0
33,38,27,25,35,22
170,58,104,2112,711,3829
1136,748,228,3442,442,1041
21,24,18,24,17,18
0,0,0,0,0,0
686,1085,199,641,677,114
1238,65,2001,208,1102,861
0,0,0,0,0,0
0,0,0,0,0,0
108,23,146,40,87,109
424,330,228,996,1923,1177
19,13,25,2,17,13
66,103,36,236,26,184
48,63,49,68,56,50
0,0,0,0,0,0
53,56,21,0,1,1
3,8,9,5,8,1
0,0,0,0,3,0
1875,2168,2483,1320,2479,2491
0,0,0,0,0,0
28,76,45,68,46,43
29,22,13,18,19,14
0,0,0,0,0,0
54,61,53,69,57,86
57,12,42,36,20,18
323,302,635,440,627,326
1,0,4,2,2,1
805,1620,478,140,291,194
3,1,1,3,0,4
6,22,1,6,24,2
15,32,60,101,72,68
517,505,425,565,510,518
107,101,42,159,48,68
2,15,8,14,17,17
67,131,117,81,60,129
4,52,64,5,23,6
17,13,21,16,45,25
1186,1685,1791,1715,1884,1721
1,1,0,1,0,0
245,178,633,392,236,648
3,4,2,1,2,2
2,7,8,3,6,4
482,772,1141,463,237,41
64,41,64,23,52,146
121,113,155,112,109,101
0,0,0,0,0,0
58,147,110,93,135,73
9,15,9,647,397,248
142,66,99,65,154,55
0,2,0,0,0,1
471,384,488,512,392,338
24,7,8,42,79,19
474,254,482,344,382,368
141,63,66,147,49,112
118,107,123,169,143,173
120,50,108,569,814,409
2101,2779,181,134,158,265
0,0,0,0,0,2
244,165,172,163,154,178
115,45,6,36,88,154
14,28,15,29,13,23
193,2,34,35,514,4
239,311,258,288,268,226
0,0,0,0,0,0
3,2,1,4,3,6
2789,676,1462,285,1411,969
686,1120,1510,25,286,73
241,227,97,302,328,210
34,33,169,94,257,81
1,0,1,0,0,0
414,536,353,380,184,251
0,0,3,0,0,0
0,0,0,0,0,0
564,762,621,679,641,641
82,7,121,101,3,194
15,6,9,12,6,14
684,588,1130,147,66,68
3,16,1,0,1,0
36,38,40,20,39,58
1,0,0,0,0,0
59,200,71,49,188,422
115,124,67,51,17,68
253,199,113,490,40,448
164,216,65,151,152,120
4,4,3,1,5,2
0,0,0,0,0,0
580,364,63,248,232,130
12,33,9,6,3,2
1,0,0,0,0,0
568,162,435,349,382,399
2,4,2,2,0,1
205,218,340,248,259,108
2,0,2,4,6,0
16,111,78,40,15,45
0,3,4,1,0,3
309,109,300,172,266,239
19,23,18,21,11,14
730,392,434,485,334,604
3,30,12,16,33,22
2,1,1,0,0,0
83,31,38,24,86,67
10,9,13,9,12,14
6,11,16,33,26,27
205,179,182,164,173,231
0,0,4,1,2,1
285,1078,891,701,367,382
46,102,15,21,44,113
87,57,67,73,73,74
40,11,21,239,60,59
428,305,251,315,343,593
0,24,6,27,1,6
30,3,8,6,7,1
16,28,22,91,66,27
0,0,0,0,0,0
10,8,2,14,12,8
229,74,176,8,9,4
18,16,18,16,19,23
3,6,4,4,3,2
0,0,0,0,0,1
55,44,18,18,51,32
4,9,2,1,3,0
101,308,157,27,145,86
557,8,16,183,414,85
0,2,0,1,1,0
0,0,0,0,0,0
58,121,19,95,24,55
54,24,41,35,43,35
279,155,369,239,84,189
0,0,0,0,0,0
2,2,2,1,1,0
744,1242,1004,851,630,546
45,31,41,46,37,50
223,132,502,590,144,462
16,13,15,10,17,28
8,14,16,23,45,34
3,12,8,13,9,14
7512,11344,9489,45,39,22
881,815,845,619,823,410
0,0,0,0,0,0
165,61,226,521,166,67
101,82,53,37,24,44
1,2,1,0,0,3
6,1,1,1,4,0
0,0,0,0,0,0
560,607,542,539,545,470
1719,2834,1711,1492,1722,2488
70,54,65,18,51,49
330,140,280,269,426,236
0,0,0,0,0,1
229,279,368,45,33,22
0,0,0,1,1,1
76,125,95,97,68,65
30,25,11,2,1,0
32,36,34,22,34,30
1808,2438,3591,15,29,17
11,4,18,20,50,1
3,3,5,2,4,3
20,15,19,6,13,19
0,0,0,0,0,0
52,87,35,97,85,49
761,251,151,522,242,123
4,7,3,0,4,6
0,8,5,4,3,3
11,11,24,193,172,359
395,387,295,139,252,573
0,0,0,0,0,0
2,4,6,16,0,3
254,304,238,18,25,16
0,0,0,2,0,0
12,7,7,2,2,1
1,1,0,0,0,0
10,3,4,24,9,14
37,61,20,28,53,57
0,0,0,0,0,0
534,2022,382,523,57,239
0,0,0,0,0,0
33,12,16,23,47,63
157,220,63,262,548,256
22,18,26,3,31,4
5,1,2,52,72,25
198,62,73,118,83,280
197,156,271,183,170,139
19,12,15,12,27,91
287,156,631,311,1033,51
0,1,0,1,0,1
7,4,3,5,3,2
637,400,764,956,967,788
1,3,2,0,2,1
281,576,458,336,441,299
0,0,0,0,0,0
12,2,3,6,0,2
3,3,0,24,49,32
0,0,0,0,0,0
82,10,18,93,28,120
62,84,37,40,18,24
57,76,93,73,135,71
27,20,18,0,1,1
0,0,1,1,4,0
373,297,526,376,361,394
6,3,6,40,132,79
1,4,2,2,1,0
0,2,87,4,66,89
112,336,314,214,331,75
1,1,0,1,1,0
0,0,0,0,0,0
227,230,48,209,199,225
136,6131,93,0,154,28
0,0,3,0,3,0
0,0,0,0,0,0
3834,1008,365,3871,1049,1119
155,190,182,185,197,141
16,160,59,32,116,36
11,30,26,14,28,14
60,46,32,38,98,58
122,112,218,25,344,24
19,18,78,200,206,133
2,8,8,9,9,6
26,8,11,9,10,8
88,72,62,72,78,68
205,55,94,6,4,1
0,4,0,1,3,2
2,0,1,6,9,6
264,113,222,151,81,123
0,0,1,0,0,0
0,0,0,0,0,0
69,244,208,115,147,158
59,67,69,536,447,407
0,0,0,0,0,0
350,289,244,245,319,369
0,0,0,1,0,0
677,654,774,46,38,38
2,0,1,2,1,1
5,0,1,1,2,2
173,178,170,178,128,94
0,0,0,0,0,0
31,74,30,34,59,56
239,365,300,57,201,110
117,19,148,32,31,12
0,8,19,1,3,13
205,170,137,205,168,158
25,34,48,40,42,49
546,251,912,1482,58,860
0,0,0,0,0,0
81,121,7,1,70,0
26,15,69,10,308,9
6,18,7,7,3,2
642,729,1044,735,187,116
134,156,86,161,136,177
20,40,32,1366,1495,1207
41,67,1,537,131,2716
421,169,202,297,752,90
133,173,100,130,119,111
0,0,0,0,0,0
233,226,181,127,142,184
0,0,0,0,0,0
166,373,319,124,116,192
173,422,603,382,169,813
11,6,4,6,3,7
54,124,150,113,21,207
220,1593,738,2149,1579,516
5,0,1,8,3,4
112,642,1116,15,3,14
18,25,75,2873,252,891
109,381,97,120,33,36
217,964,34,781,159,126
52,3,32,25,48,16
1430,1593,1898,1899,1505,1418
361,740,433,325,553,339
83,76,67,38,60,57
0,0,0,0,0,0
409,481,49,51,787,710
57,67,29,65,50,48
559,640,305,386,615,235
106,62,61,10,6,1
44,13,7,40,20,24
25,21,45,30,33,36
334,239,247,301,305,265
79,62,53,9906,2592,3544
0,0,0,1,3,1
1,0,4,2,4,0
6,184,16,11,91,4
108,656,3693,24,34,8
0,0,0,0,0,0
322,417,389,59,84,46
683,1346,701,952,430,1302
778,897,669,826,761,705
1366,898,1151,1254,1530,1058
664,40,184,503,50,74
253,497,681,211,209,50
399,163,3287,1590,942,914
870,473,225,436,189,248
111,141,190,0,1,0
420,228,64,84,226,102
313,3332,6938,622,226,115
46,22,16,195,138,643
123,172,127,5,6,10
99,123,53,391,177,45
2,11,6,2,3,4
0,0,0,0,0,0
2,0,1,20,10,14
529,814,684,524,549,347
16,16,17,13,18,16
0,0,0,0,3,0
18,8,13,2,43,5
0,0,0,0,1,0
8,1,8,1,5,4
553,686,523,477,553,548
1,3,3,6,0,1
159,193,9,71,301,345
2,1,0,0,0,0
41,125,53,45,17,6
30,69,63,84,92,36
58,52,77,7,2,9
6,8,20,0,2,5
5,10,15,23,2,31
0,0,0,0,0,0
32,30,48,229,168,210
733,1023,1154,123,308,979
229,277,391,185,60,123
195,9,1511,21,85,3075
454,1194,399,282,258,380
1,2,0,4,6,1
11,16,26,21,17,16
94,36,8,84,2,13
0,0,0,0,0,3
209,275,266,399,19,58
0,0,1,0,1,0
245,273,193,237,211,188
2,2,5,0,2,1
226,416,670,72,653,296
1,2,7,8,8,6
12,7,8,7,12,0
3,13,5,14,6,3
1,0,1,5,0,1
68,3,166,48,2,117
202,240,187,523,659,137
1119,752,1062,931,632,871
0,1,0,25,5,12
0,0,0,0,0,0
25,2,13,30,8,2
230,206,1600,599,543,329
107,612,259,57,47,50
67,431,43,727,141,393
222,517,354,280,207,189
7,9,20,136,377,432
133,45,36,39,166,280
622,372,508,874,390,317
0,2,0,1,4,4
199,565,604,360,952,81
3,28,144,12,187,311
33,42,23,21,20,43
6,7,6,0,16,15
5,10,1,9,2,5
1,3,10,4,2,7
0,0,0,0,1,0
9,10,4,8,7,15
553,490,1170,291,500,91
46,16,12,61,10,19
306,252,75,247,71,40
9,2,4,0,7,9
99,113,93,121,129,71
168,111,202,27,224,93
137,350,0,331,8,220
547,110,31,137,53,18
145,366,100,212,154,157
79,51,69,53,29,38
0,0,0,0,0,0
29,92,28,35,44,33
158,351,143,117,100,115
0,0,0,0,0,0
423,147,216,820,524,817
3181,5745,2194,3321,2283,1002
15,51,47,32,57,24
483,553,459,469,483,400
0,0,0,0,0,0
0,0,0,0,0,0
54,64,26,205,24,7
20,21,17,14,17,17
1,4,5,1,3,3
34,35,20,3,2,23
8,2,11,4,2,11
340,405,410,395,360,353
0,0,1,0,1,0
13,6,19,43,5,23
1961,958,1531,1117,1207,1871
0,3,1,0,0,1
1,11,1,4,1,1
5,3,3,14,70,217
3,8,7,8,3,13
0,0,1,1,1,0
9,22,14,879,1183,827
0,1,4,157,39,485
31,4,106,244,24,149
2,0,1,2,0,10
205,348,347,211,280,146
35,113,74,94,144,51
173,52,177,160,155,114
171,235,210,1619,1084,775
3,2,1,4,4,4
346,463,1052,460,646,1005
0,11,2,53,8,6
332,381,285,339,295,268
217,931,45,37,343,309
277,42,28,62,32,26
42,64,24,10,13,14
27,44,18,1054,841,840
516,292,798,414,695,389
214,729,238,864,582,560
2,0,5,0,0,1
11,8,6,25,13,14
696,788,492,506,548,442
1,0,0,1,0,2
2444,68,622,160,1155,1794
2,1,1,1,2,1
622,1113,1385,502,617,737
58,95,321,38,98,25
1023,375,800,620,497,549
103,106,20,108,47,59
0,0,0,0,0,0
1,0,1,0,0,0
10,4,2,1,0,1
15,20,17,123,205,185
0,0,0,0,0,0
671,1165,1397,1191,1256,1249
18,32,10,13,16,4
659,78,853,220,569,480
10,550,1561,174,1601,1006
1,0,1,1,1,3
0,0,0,0,0,0
20,20,15,12,13,11
8,3,1,4,5,2
82,134,121,106,114,135
0,0,0,1,1,0
175,339,183,760,83,508
50,8,6,16,1,14
31,14,34,9,26,22
1,0,0,0,0,1
0,2,1,0,0,0
201,34,510,340,225,354
2,1,0,5,3,0
128,806,245,5,12,44
91,78,83,98,68,62
0,0,0,1,0,1
12,16,17,17,29,14
3,4,3,3,0,1
1,1,2,1,2,4
326,673,367,4601,4143,2754
16,70,11,8,9,28
0,0,1,14,8,17
36,117,80,405,258,788
364,116,223,80,198,66
2,4,1,3,5,3
15,114,76,21,25,23
23,48,24,51,36,30
54,16,74,3,1,1
279,201,234,316,238,217
12,3,1,0,18,14
14,23,9,18,23,10
2,33,13,15,8,9
8,132,139,70,14,56
80,97,99,101,112,75
85,87,79,147,148,140
0,0,0,0,0,0
0,0,0,0,0,0
160,80,78,63,37,113
27,24,19,42,33,39
1796,1557,173,779,708,263
139,153,115,358,123,185
0,0,0,0,0,0
0,0,0,0,0,0
179,78,1822,605,297,232
3,3,2,1,2,5
0,0,0,0,0,0
1,7,0,31,88,10
437,320,92,37,160,181
443,1365,421,1017,522,194
352,755,1546,655,310,198
182,221,294,121,129,109
0,0,0,0,1,0
0,2,4,1,2,2
6,4,4,5,7,4
24,18,20,15,20,22
165,213,142,202,137,202
178,366,296,1673,756,392
66,2,0,30,42,23
28,25,24,22,16,18
21,18,22,4432,2184,1424
4,7,7,12,6,4
365,398,310,1143,495,462
43,42,45,27,70,56
2,3,1,2,2,1
30,48,129,161,104,86
11,55,51,1,2,0
141,123,99,126,153,130
11,18,15,5,21,6
4,6,1,1,6,3
5,6,3,4,2,4
0,0,0,1,2,1
108,245,960,3,22,17
304,430,491,319,251,764
5400,2368,1779,198,464,134
116,33,20,25,78,104
485,323,296,274,213,291
2363,1066,3241,1315,1142,930
0,0,2,2,0,0
302,212,249,80,92,66
16,11,20,149,239,187
0,0,0,0,0,1
921,977,599,1725,2871,1256
44,246,518,440,264,268
231,238,229,158,163,156
0,0,0,0,0,0
37,65,311,976,52,688
0,0,0,0,0,0
57,35,53,4070,3735,9806
0,0,0,2,0,4
12,16,20,1,2,7
166,200,153,194,141,171
980,999,959,947,981,855
1384,986,597,121,131,75
1,6,58,10,7,20
564,1221,922,291,895,1102
0,0,0,1,0,1
2,7,3,1,0,3
0,1,0,0,0,0
444,237,762,90,237,45
0,0,1,0,0,0
2,1,2,0,0,2
8,20,7,0,5,10
1,2,3,0,2,2
423,3,119,159,79,22
814,888,838,864,721,694
169,40,138,88,82,53
2,0,1,1,2,1
7,11,34,92,5,3
2117,1186,4732,3719,3239,6044
0,0,0,0,0,0
288,215,241,415,923,592
3,15,6,2,2,2
974,1115,1166,665,787,971
45,336,440,336,539,308
466,569,346,465,490,631
350,974,75,35,365,53
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,9,1,1,1,5
1,0,0,0,1,0
192,542,1256,11,5,3
120,363,33,58,344,1799
68,40,32,5,8,2
301,177,243,43,32,198
575,339,360,705,736,1264
1,3,1,2,2,2
26,52,36,33,56,56
0,0,0,0,0,0
397,440,328,295,312,276
0,0,0,0,0,0
260,228,360,416,579,217
2,2,1,3,1,2
20,9,2,7,0,14
0,0,1,0,0,0
21,54,16,28,9,12
472,739,661,316,131,197
8,22,64,11,16,20
8,31,13,17,407,1094
1,1,0,1,1,0
129,154,122,208,91,98
0,1,1,0,0,0
0,0,0,0,0,0
23,23,5,20,39,28
469,506,449,326,412,328
61,102,136,69,223,30
473,384,275,288,465,617
61,95,120,771,942,980
2,0,0,0,1,1
238,574,611,349,216,262
278,215,96,90,87,214
13,8,17,64,44,4
1,0,0,0,0,0
713,384,84,103,346,517
2,0,1,1,0,0
1,0,6,35,7,74
93,98,243,205,112,164
134,72,73,99,94,58
0,1,0,3,0,0
0,0,0,0,0,0
6,191,6401,75,81,0
11,15,4,167,197,314
1,3,3,8,0,1
20,29,7,25,9,6
7,1,5,8,0,3
375,81,188,492,663,163
284,351,212,244,96,76
3,1,2,4,1,3
13,20,13,9,16,7
1061,748,412,16,11,5
0,0,0,0,0,0
100,42,17,54,26,187
47,52,43,21,57,31
559,96,3,243,3,167
594,484,538,449,510,411
43,8,10,1,4,31
160,120,449,258,173,62
319,413,920,111,130,122
72,212,127,198,92,67
121,180,102,183,103,110
218,276,194,228,207,183
27,36,28,32,27,32
4,2,2,8,11,1
2714,2533,2062,2442,2460,1638
2,1,5,23,26,4
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
93,175,236,196,41,173
4610,2049,1885,86,120,90
1,4,0,1,1,3
452,484,6552,4579,23105,113
457,302,351,291,237,228
236,405,252,239,79,55
22,33,22,32,21,47
45,29,36,25,17,11
0,0,0,0,0,0
0,1,0,0,0,0
192,206,175,197,203,176
41,18,15,131,175,229
2,1,0,12,8,6
0,0,0,0,0,0
133,14,86,188,16,29
36,14,45,95,16,71
155,130,143,208,196,49
2,0,3,8,16,12
0,0,0,1,0,0
115,314,43,114,51,81
33,9,3,82,0,40
0,75,1,9,44,22
8,4,3,3,0,4
1,0,0,0,0,0
7,14,7,13,6,6
71,2,37,8,33,19
2520,1898,1494,623,1394,359
79,24,152,46,98,136
49,55,18,50,1066,2059
28,58,69,11,53,2
0,1,3,1,0,2
932,1132,935,600,695,797
4,10,0,0,4,4
1,3,0,0,0,0
0,0,0,0,0,0
15,21,24,4,7,16
138,128,203,47,64,59
4,1,2,1,3,3
54,22,41,277,246,187
270,129,335,2,0,3
2,1,0,0,1,4
11,663,50,9,96,104
1,0,1,2,2,2
412,416,532,523,339,447
84,227,35,91,23,97
45,97,84,32,73,36
0,2,0,1,0,1
940,165,95,105,30,114
184,371,28,266,226,256
5,7,2,40,8,18
376,494,258,758,961,125
0,3,6,1,26,32
0,1,0,0,0,0
0,0,0,0,0,0
152,1285,612,105,0,156
0,0,0,0,0,0
147,255,127,1002,728,1135
0,4,0,522,514,41
0,0,0,0,0,0
43,56,39,39,35,19
426,944,74,45,323,839
0,0,0,0,0,2
6,24,14,26,5,27
0,0,0,0,0,0
0,0,0,0,0,0
4,9,18,2,4,7
68,97,96,82,66,76
662,591,415,464,488,356
3353,3037,3287,162,136,93
119,139,411,119,619,120
141,145,157,129,173,126
266,346,30,296,327,57
43,46,38,6,6,3
3,6,3,5,5,7
664,207,533,626,736,507
0,0,0,0,0,0
180,312,277,251,133,183
4,3,0,2,0,1
18,12,21,26,20,17
66,186,148,70,84,246
111,373,419,108,131,171
14,18,8,4,3,4
15,2,25,15,32,34
3,21,4,175,181,186
1,1,1,2,0,1
58,45,23,2,60,24
21,28,28,25,10,27
369,503,310,250,354,436
349,527,626,179,312,155
12,210,223,89,175,591
13,135,41,6287,1401,3826
0,0,0,0,0,0
0,0,0,0,0,0
435,148,899,486,423,103
162,178,217,237,261,147
137,375,23,135,327,201
13,15,16,3,5,22
69,70,279,223,72,105
2,0,1,1,0,2
0,0,0,0,0,0
26,36,29,9,28,18
98,35,64,65,70,65
265,201,248,373,312,138
2,2,0,8,1,2
44,25,3,6,20,10
6,7,2,8,8,4
46,162,119,37,116,87
279,685,224,354,316,85
34,33,44,30,21,24
8,22,6,55,7,2
378,230,230,11199,1601,10144
240,86,39,418,255,125
429,409,148,169,159,225
2,2,20,0,3,17
2,1,2,50,26,35
29,20,10,30,10,17
0,4,2,2,0,1
0,0,0,0,0,0
2352,1713,353,861,720,2488
2230,3387,162,199,271,79
218,209,112,258,161,96
619,887,873,769,859,575
20,20,12,15,25,16
48,98,100,86,197,75
61,129,114,119,58,122
7,9,11,13,12,7
59,47,0,78,368,91
45,68,97,80,190,103
0,0,2,1,1,0
61,70,42,47,37,111
1,2,1,2,0,0
467,306,190,169,380,238
7,21,12,8,22,11
362,360,295,275,284,259
0,0,0,1,0,0
109,360,635,233,366,279
1005,468,251,114,2748,273
13,78,47,27,72,84
90,125,113,163,152,149
121,157,104,124,104,98
1,1,2,267,323,281
0,1,0,0,1,2
159,142,249,199,461,253
3,2,1,0,2,0
2,26,168,0,255,139
38,3,43,41,11,13
0,0,0,0,3,0
0,0,0,0,0,0
270,184,231,413,323,329
1000,1990,1493,1858,2740,2003
2,1,26,0,0,15
0,0,0,0,0,0
734,743,766,973,664,713
4,8,5,11,4,4
0,0,0,0,0,0
168,7121,4118,240,225,389
0,0,0,0,0,0
0,1,0,0,8,5
2,1,1,8,3,4
2,36,75,133,572,1712
0,0,0,0,0,1
24,34,29,24,14,27
1330,209,1939,614,436,959
770,402,255,795,1142,532
60,139,142,14,25,6
14,15,26,35,17,20
14,14,0,10,0,5
57,57,28,30,44,32
0,0,0,0,0,0
2,3,0,0,0,2
0,0,0,0,0,0
1,0,0,1,4,4
0,0,0,0,0,0
63,55,68,41,76,75
0,194,61,61,38,0
170,36,77,22,13,202
66,95,55,77,72,65
136,219,281,101,267,93
27,9,19,13,9,9
0,0,0,0,0,0
269,376,259,325,273,293
0,0,0,0,0,0
237,142,202,195,78,132
160,305,693,389,169,464
14,6,4,6,11,2
0,0,0,0,0,0
0,1,0,1,1,1
1,2,4,1,1,0
0,0,0,0,0,0
123,45,17,21,5,6
346,154,117,172,283,208
10,23,11,14,26,13
99,58,75,9,27,145
186,220,110,30,47,16
77,200,151,118,163,81
1368,2039,364,118,542,108
17,32,17,27,25,28
200,249,115,43,24,176
695,2069,1502,31,58,83
1,2,1,1,0,2
21,57,12,14,29,14
424,703,458,255,198,342
12,23,17,13,12,12
1,0,0,0,0,0
0,0,0,0,1,0
84,121,188,188,125,136
27,9,13,15,35,22
13,46,14,15,66,33
102,91,168,76,161,124
12,31,7,46,7,21
2,0,1,0,1,1
0,0,0,0,0,0
2,1,1,0,1,0
1,2,1,0,0,2
1271,831,779,638,974,832
5,12,10,11,11,7
52,57,46,34,51,45
94,170,98,62,102,74
2,2,12,20,7,17
184,132,213,305,441,151
792,182,235,394,357,345
1453,1806,1579,1741,1347,1494
627,482,261,52,5,47
149,89,210,585,1065,517
1,0,0,4,0,0
1,1,2,0,1,1
6,0,4,4,0,4
858,714,990,470,722,386
48,167,111,190,54,72
71,286,618,281,6,242
2,6,6,1,1,0
180,63,92,76,54,40
0,1,0,0,0,0
128,20,140,209,35,23
16,12,10,13,8,19
5,29,15,14,12,18
2,4,1,1,0,0
67,72,124,180,1,266
8,3,3,10,3,4
20,6,0,36,4,1
651,754,691,824,908,554
0,1,0,0,4,2
1,9,11,2,14,7
5,8,14,152,304,342
1337,710,1154,155,744,105
0,0,0,0,0,0
3,6,5,4,1,3
59,38,91,35,58,32
0,0,8,9,3,8
8,138,41,9,70,78
1,0,0,2,0,1
5333,2014,1104,444,59,82
12,1,8,37,3,3
351,522,843,516,575,550
23,21,15,20,131,32
0,0,0,0,0,0
349,492,404,388,365,335
136,20,131,138,118,62
7,3,9,3,6,9
79,75,66,54,101,72
2,2,0,54,30,24
6,2,6,5,12,10
60,84,366,136,7,8
30,25,18,396,160,226
174,136,111,140,77,126
514,696,436,86,77,98
219,161,252,221,172,245
0,1,2,0,0,0
35,35,25,36,50,32
0,0,0,0,0,0
19,12,27,13,7,21
