"sample1.1","sample1.2","sample1.3","sample2.1","sample2.2","sample2.3"
41,62,26,35,76,59
0,0,0,1,0,0
5,5,2,3,0,2
5,54,11,69,95,3
165,2738,635,207,344,87
0,0,0,0,0,0
2,1,1,4,4,2
14,20,27,15,203,1
31,20,102,349,28,42
217,509,104,320,60,237
2015,1781,396,32,457,167
7,0,4,3,4,7
744,118,1,0,1430,592
0,0,0,0,2,0
16,38,43,51,30,31
90,340,324,213,324,269
32,25,58,53,106,70
194,37,12,282,1002,794
1,1,0,1,0,1
177,107,241,370,554,448
1,0,2,0,1,0
76,38,1042,865,126,121
0,0,0,0,0,0
0,0,0,0,0,0
82,217,205,12,132,221
1738,2947,1143,786,5832,2933
0,0,0,0,0,0
10,2,9,3,6,2
0,0,0,0,0,0
819,814,2283,1522,2135,1242
17,80,88,3,0,2
43,180,50,32,17,33
232,114,163,153,328,113
0,0,1,0,1,0
0,0,0,0,0,0
403,318,214,84,293,245
815,1211,717,396,358,676
32,46,39,28,30,38
57,181,36,44,19,125
1,0,0,2,1,0
150,53,51,242,86,173
7,0,2,2,0,1
30,48,14,34,38,37
1,1,0,1,0,1
395,369,436,47,154,215
25,9,28,242,239,327
975,62,226,1084,512,208
0,2,1,21,14,14
190,70,36,20,158,88
344,198,258,151,330,230
328,337,103,19,85,7
2,95,30,8,114,9
249,223,336,128,436,291
586,323,461,480,564,818
0,0,0,0,0,0
0,78,497,145,3736,968
12,12,10,8,8,9
72,60,65,97,120,120
510,210,155,573,425,394
0,0,0,0,0,0
3,2,0,0,0,2
0,0,0,0,0,0
8,0,8,10,22,11
0,1,0,0,0,0
133,61,73,179,113,61
68,49,63,56,53,65
1,0,0,2,1,0
786,703,1008,1078,656,779
78,68,103,127,168,78
38,13,22,9,16,5
0,1,0,3,5,2
561,614,562,12,17,16
9,10,13,22,5,7
171,468,221,313,476,293
567,595,177,98,132,155
1,5,0,1,6,3
11,21,10,13,16,15
45,73,52,82,118,271
5,5,3,1,0,5
119,221,45,532,5,146
11,55,65,56,1,111
377,219,329,845,629,2587
14,4,6,8,1,2
651,1559,567,517,353,893
44,30,37,34,54,37
56,445,13,6,30,29
12,46,186,272,274,806
274,245,382,390,312,178
0,2,0,0,0,0
315,319,374,609,1862,322
239,477,86,138,366,230
61,73,38,0,1,0
2,0,1,0,0,1
341,368,185,202,62,48
20,28,17,0,1,3
0,0,0,0,0,0
1704,1868,1116,75,131,42
471,721,302,1127,1015,418
563,598,687,591,932,828
1,0,0,1,1,0
76,59,85,63,70,67
34,41,27,57,36,48
165,142,146,186,228,239
1,58,12,122,8,4
4,17,1,4,7,10
0,0,2,1,5,0
387,430,335,662,444,430
34,27,26,33,47,41
3,4,22,1150,352,760
861,553,673,620,707,869
234,251,257,213,379,252
3,0,4,0,8,1
16,0,0,8,0,12
1071,851,909,962,977,743
0,0,0,0,0,0
35,48,90,11,10,4
13,30,31,122,306,246
1,4,0,1,1,1
3532,630,1623,13,84,9
121,93,111,34,163,390
110,539,43,160,211,443
1,2,3,2,5,2
220,50,181,83,262,130
3,0,9,1,17,6
152,510,688,643,214,596
355,341,356,112,133,116
1,0,0,0,1,0
6,8,1,0,0,5
27,751,166,240,67,28
177,161,113,113,134,115
2,4,2,3,17,4
0,1,0,0,1,0
59,45,96,264,360,142
1,0,0,1,1,4
121,245,195,84,194,168
2322,2537,2098,2731,2935,2003
93,535,88,40,398,0
13,4,0,1,5,1
2,1,13,1,4,0
0,0,0,0,0,0
853,391,442,436,872,1500
0,3,1,0,1,2
2,1,3,0,16,0
0,0,0,0,0,0
44,168,40,37,48,317
2,2,3,1,5,7
0,0,0,0,0,0
28,29,45,21,7,11
11,0,14,3,2,10
462,358,362,411,400,420
1,87,145,37,299,146
0,0,0,2,1,0
55,22,36,3,1,1
5,9,11,7,2,14
18,8,11,25,23,20
0,0,0,0,0,0
16,26,13,7,19,13
0,2,1,1,1,1
2659,3544,504,1607,3797,2056
227,271,376,386,448,327
0,1,0,0,0,0
0,0,0,1,0,0
152,77,79,25,536,407
1,0,0,0,0,0
0,0,0,0,0,0
0,3,2,8,5,2
108,45,210,57,40,199
216,48,122,108,452,134
3,8,2,2,1,6
79,79,46,88,78,155
34,26,71,88,132,42
2,5,8,0,7,1
33,347,416,645,560,262
7,4,7,2,2,1
8,8,6,3,6,10
157,14,72,19,25,17
412,891,160,1156,2266,211
13,8,22,7,20,7
31,29,32,31,54,32
690,590,721,383,643,337
2,12,2,1,0,0
341,82,32,121,169,44
93,107,90,72,97,90
143,109,101,90,107,88
6,10,5,7,13,12
556,767,390,581,244,87
434,520,419,241,818,332
259,291,172,190,377,136
169,124,53,104,330,106
0,0,0,0,0,0
1,4,3,2,4,1
0,0,0,1,0,0
1,2,1,0,0,0
75,92,113,157,108,115
0,0,0,0,0,0
10,8,4,1,1,2
91,72,132,23,1,12
0,0,0,0,0,0
3192,495,259,576,3854,237
93,1516,188,149,389,225
452,278,310,12,25,24
8,8,12,3,2,2
35,36,38,19,40,41
25,7,0,3,7,4
30,35,24,39,34,35
18,0,3,0,0,0
1225,615,637,560,636,538
39,43,47,3,16,6
6,27,0,5,5,3
30,35,77,65,70,43
542,770,422,7,13,1
267,99,308,536,343,264
18,37,158,47,116,83
264,312,358,404,412,365
28,24,23,23,24,42
1049,1199,670,624,1774,967
0,1,1,2,2,0
13,61,40,1,26,6
5,14,3,10,6,8
13,9,6,7,25,10
105,96,54,83,197,53
36,41,32,37,61,28
10,3,4,0,2,0
44,41,40,48,76,56
213,250,57,451,222,333
0,0,0,0,0,1
0,0,0,0,0,0
8,14,13,19,26,4
288,336,345,40,578,232
159,142,124,147,182,148
4,3,0,4,10,4
149,409,226,352,410,188
321,316,178,525,316,255
440,495,403,426,396,432
114,177,159,132,236,149
0,0,0,0,0,0
72,80,124,108,115,98
0,3,0,1,0,1
642,442,411,248,806,296
54,32,25,14,31,45
2,6,3,0,7,4
321,50,14,146,92,620
529,250,414,1,0,4
273,212,666,422,1110,1252
0,0,0,1,0,0
38,88,49,753,601,458
13,17,14,18,41,12
2724,668,2171,1829,4378,1006
18,11,17,9,18,9
42,82,90,139,176,119
0,0,0,0,2,0
1159,1121,1141,1348,1440,1547
3,0,0,0,1,1
515,474,451,508,601,508
393,577,115,953,186,229
17,21,30,62,66,100
13,9,5,5,12,10
55,31,50,44,28,27
486,289,424,232,332,152
931,421,343,404,600,677
1544,1559,1328,79,42,72
21,18,11,9,18,8
2070,3203,2408,16,36,35
0,0,0,0,1,3
10,6,9,17,10,7
0,0,0,2,0,0
0,0,0,0,0,0
1,1,1,2,1,1
15,7,6,64,4,14
4,5,8,67,90,54
154,124,37,224,329,83
98,7,30,59,1,70
0,4,0,1,0,1
32,0,14,0,14,0
0,0,3,0,0,0
31,31,22,10,25,24
29,174,31,15,191,69
13,8,16,23,19,12
6,74,176,137,25,221
0,0,0,0,0,0
0,0,0,0,0,0
496,289,436,3,6,9
4,4,2,3,10,3
107,84,130,123,107,74
693,159,357,25,16,7
0,0,0,0,0,0
10,1,2,0,1,0
44,21,10,24,7,3
11,30,22,4,58,44
26,15,16,20,32,17
21,20,22,27,22,18
64,261,22,538,486,24
63,37,29,21,30,32
34,55,39,62,22,64
2,1,0,0,0,0
375,297,293,334,431,397
424,480,312,380,511,346
366,375,383,1192,1824,1751
0,1,0,50,60,65
219,193,176,217,248,210
343,156,382,305,283,332
25,28,33,43,32,28
610,160,477,590,638,268
0,1,0,0,2,0
314,208,246,3,1,2
0,2,1,0,0,0
17,24,52,16,97,13
32,47,51,39,47,29
2,2,0,2,2,0
0,0,1,0,0,0
1791,1678,1685,282,424,663
21,0,6,36,283,256
0,0,0,0,0,0
7,11,2,0,14,0
451,506,400,68,94,78
136,77,32,205,60,206
213,50,179,77,150,158
159,189,148,441,258,272
98,39,185,23,126,179
519,509,682,44,58,40
1,0,3,6,1,0
29,12,5,14,0,14
13,14,26,20,29,58
0,0,0,0,0,0
1,2,2,2,6,3
19,30,17,26,23,17
162,129,113,76,89,58
21,4,4,9,54,2
555,520,627,98,107,130
31,1534,125,0,76,8
11,34,20,96,212,32
277,2752,284,196,16,185
33,205,11,0,1,0
948,2925,543,3,226,394
10,186,30,73,166,92
67,98,72,11,6,9
12,5,15,0,8,2
10,25,5,19,26,53
10,0,4,4,6,11
1,0,0,0,1,0
0,0,0,1,0,0
740,1440,3505,834,982,293
497,337,254,439,354,534
100,10,42,79,5,34
42,33,53,37,47,37
279,322,189,181,242,118
0,0,0,0,0,0
7,10,11,2,7,6
0,0,0,0,0,0
96,225,87,57,86,165
2098,1463,1780,0,1,6
1552,203,2153,735,666,121
11,5,8,6,12,8
3,3,1,6,0,5
121,76,111,643,2256,344
129,75,119,29,548,154
1255,1141,870,1649,3548,1393
73,20,37,1319,1178,724
35,18,25,27,32,13
0,0,0,0,0,0
551,133,416,614,103,3166
24,33,23,18,18,22
0,0,0,0,0,2
85,1449,15,5,1765,151
3,2,3,3,4,1
236,130,206,170,203,169
191,409,357,437,712,361
458,2286,447,547,462,291
0,1,3,1,2,0
5,0,1,3,2,1
15,83,20,975,3668,305
0,2,0,0,1,1
143,164,232,176,371,113
115,75,3,143,158,60
127,25,9,13,1,0
0,1,3,1,1,0
23,20,19,47,16,8
57,45,84,59,74,57
4,0,1,4,2,3
16,8,4,0,0,1
66,68,64,87,167,81
309,338,328,355,422,432
387,318,487,197,428,466
0,0,0,0,0,0
241,210,180,238,266,754
108,104,1,62,26,17
106,57,62,35,113,254
36,63,3,16,25,5
479,352,374,326,409,498
38,4,2,2,0,5
117,461,211,618,210,388
118,99,85,116,54,22
0,1,0,0,0,0
0,1,0,0,1,0
11,6,5,30,65,33
7,2,3,4,7,4
0,0,2,2,2,0
44,24,15,29,25,32
121,105,121,124,91,184
44,91,43,80,61,8
2479,2452,2958,58,100,71
14,25,4,12,11,6
421,236,517,569,985,423
0,0,0,0,0,0
11,8,7,9,6,3
1,3,1,4,2,7
32,315,76,173,26,28
29,38,8,1,82,15
183,57,41,91,234,183
0,0,0,0,0,0
526,321,194,232,448,318
0,0,0,0,0,0
4,7,5,10,13,8
121,67,46,95,40,30
16,16,14,45,16,57
1,3,0,1,1,0
11,18,4,69,98,67
46,48,57,38,86,43
11,2,1,5,1,6
624,453,418,572,490,944
200,137,62,746,84,291
3,5,7,7,1,5
12,17,9,7,20,7
64,16,42,26,130,65
75,61,61,0,0,0
166,243,199,3084,4308,3943
1388,675,1098,396,614,1067
2,1,3,0,4,0
0,0,0,0,0,0
2,42,74,27,415,245
1484,414,879,20,19,38
213,17,102,145,440,36
0,0,4,1,1,0
1,0,1,1,5,0
0,1,4,0,0,3
0,0,0,0,0,0
475,417,442,182,226,130
9,11,4,69,106,32
23,90,64,54,118,58
3,0,1,1,10,0
873,491,484,331,768,402
44,63,54,103,115,45
0,6,0,0,70,2
0,0,0,0,2,0
1,5,14,9,16,12
133,346,132,127,112,206
100,11,35,465,752,1687
39,122,783,2420,3344,2053
36,29,20,8,16,41
13,8,15,47,4,18
207,194,176,220,335,369
0,0,0,0,0,0
13,17,10,10,30,0
689,135,1001,543,574,213
0,0,0,0,1,1
0,0,0,0,0,0
63,49,35,26,28,70
374,282,621,848,275,471
5542,6606,5651,34,22,22
7,3,4,33,110,4
81,146,59,87,114,160
42,86,82,49,66,77
12,2,9,41,8,5
595,184,203,125,383,546
0,0,0,0,0,0
182,190,154,177,215,129
21,72,28,36,66,16
57,49,44,1,1,3
662,759,659,155,186,153
360,327,322,317,508,369
80,150,21,106,49,100
2,54,22,71,28,5
0,1,1,0,0,0
100,89,97,137,79,120
4,4,3,6,1,1
196,152,170,347,372,184
1309,841,535,371,193,263
0,1,2,0,0,0
0,0,0,0,0,0
99,86,94,86,112,96
0,7,4,9,6,4
0,0,0,0,0,0
146,11,390,468,298,5
68,66,49,40,86,36
715,641,531,721,805,597
0,0,0,0,0,0
1,0,0,1,0,0
324,95,374,45,362,588
15,5,11,5,12,8
0,0,1,0,1,0
52,40,17,40,31,66
95,126,78,122,78,142
979,394,521,425,667,461
46,30,29,386,415,506
1081,803,1301,997,1886,944
56,42,25,26,49,53
38,23,6,32,53,32
718,309,410,17,7,5
1,1,0,0,1,0
235,170,2992,760,224,2
144,636,379,336,2504,383
233,248,216,78,140,95
709,454,356,503,401,65
29,56,11,31,26,30
12,6,1,3,18,24
23,57,21,3,2,0
16,65,10,180,10,23
0,0,0,0,0,0
0,0,0,0,0,0
36,27,45,46,49,27
48,40,40,93,139,84
1,2,2,4,2,1
372,187,118,187,256,155
1457,1569,1088,228,307,239
273,174,59,63,810,412
0,0,0,0,1,0
1142,642,320,496,787,395
260,280,85,47,84,61
39,1135,1226,122,433,361
1100,118,46,144,106,282
4,6,12,14,6,10
133,74,56,76,53,27
0,0,0,0,0,0
267,25,105,79,200,67
294,328,835,310,370,369
302,63,334,5,10,552
3,1,3,4,4,2
293,141,94,405,181,190
11,20,2,4,22,19
1,0,0,0,0,1
1284,454,802,559,427,879
111,137,167,41,61,130
20,332,0,115,66,204
59,77,101,90,138,124
12,11,11,18,10,7
2,4,5,3,4,4
140,30,356,437,241,37
1,0,0,0,0,0
236,247,227,113,128,220
252,287,152,225,319,182
327,803,114,294,64,225
0,0,0,0,0,0
28,85,65,59,80,74
65,57,98,56,68,26
262,211,243,447,316,394
354,82,445,89,274,67
2,1,1,11,17,6
164,223,85,102,157,187
0,13,15,25,6,7
1,0,0,0,4,0
220,186,101,174,151,169
311,418,360,95,578,168
830,883,688,800,1138,749
0,0,2,0,0,1
661,1898,2956,38,191,194
6,14,10,3,14,19
387,257,263,353,484,476
1682,436,395,208,1181,347
900,169,987,56,421,627
74,32,155,193,101,540
0,0,0,0,0,0
15,17,16,1,1,1
5,10,3,4,7,3
15,6,21,7,16,9
944,1929,1584,93,94,40
852,1720,1549,189,120,374
266,222,377,34,127,250
3,2,4,0,0,0
1,1,3,1,1,1
601,490,529,692,738,465
0,0,0,0,0,0
25,14,23,9,41,17
159,162,121,172,145,171
71,215,308,234,55,198
0,0,0,0,0,0
204,226,240,729,870,495
48,168,63,63,250,75
491,563,644,688,930,443
2668,2630,1661,133,91,36
0,1,1,2,6,2
2,0,0,1,1,0
0,0,0,0,0,0
1103,1027,932,778,1134,965
16,80,26,4,136,5
3,15,5,1,4,7
1,0,8,11,2,10
599,469,656,753,851,506
29,51,28,0,4,1
18,18,37,2,2,1
17,29,35,49,17,20
390,180,2735,1213,1403,862
529,760,351,193,710,175
765,105,113,521,287,80
23,30,28,32,25,30
0,0,0,0,0,0
320,136,9,208,125,593
184,366,301,377,406,257
38,124,25,0,2,2
49,78,40,43,41,93
80,56,52,64,92,90
4,3,3,0,5,4
105,174,0,170,136,390
0,0,0,0,0,0
0,0,0,0,0,0
137,78,611,189,490,129
0,0,0,0,0,1
0,0,0,1,0,0
2,1,1,0,2,2
7,1,0,6,0,9
1,2,1,229,0,550
49,343,608,332,320,347
57,154,58,33,46,171
596,349,234,410,95,353
253,244,267,302,358,270
17,59,21,38,13,33
69,46,57,84,35,46
2,34,9,18,12,17
2083,3805,2251,2421,3965,2832
6,9,6,12,11,8
2,0,0,0,2,1
0,0,1,1,0,0
20,11,18,18,11,19
279,105,113,5,35,26
160,115,122,122,120,86
140,81,104,118,103,84
105,162,82,231,140,182
923,216,734,1107,538,589
0,0,0,0,0,0
0,0,1,0,0,1
227,188,76,0,210,128
109,10,317,147,155,49
297,82,164,182,91,143
12,7,7,7,16,14
1076,786,636,837,1118,357
60,55,31,44,85,60
1,0,0,0,0,0
141,116,364,128,64,135
2,1,0,1,0,0
0,0,0,0,1,0
4,9,6,8,10,11
98,137,42,226,359,37
103,87,79,249,322,294
12,44,12,31,19,18
211,412,590,171,474,346
210,232,181,268,287,216
34,16,5,47,10,18
258,342,379,315,409,498
9,12,10,9,11,27
2,2,1,2,4,0
199,235,188,222,262,167
92,147,24,12,36,20
340,292,263,2,7,0
5,2,0,2,2,3
49,152,176,186,61,140
73,74,76,56,102,117
877,512,315,539,1145,283
142,188,105,102,82,17
1,2,1,3,5,1
0,0,0,5,1,2
0,0,0,0,0,0
3719,794,633,0,53,0
0,0,0,0,0,0
497,474,448,440,582,472
85,56,309,82,786,298
30,24,17,36,58,11
397,127,140,266,292,253
25,15,12,15,17,20
1078,228,1327,320,3865,1293
51,86,49,19,16,4
899,1023,510,251,94,384
3,0,0,2,1,1
952,1039,799,797,938,816
2,0,4,4,6,3
0,0,0,0,1,0
22,22,25,11,22,23
18,56,1,34,112,3
0,0,0,0,0,0
11,2,2,4,0,13
305,450,228,408,486,368
0,0,0,0,0,0
169,112,153,99,131,215
1,2,0,2,1,0
3,27,32,37,0,2
3,18,40,25,34,2
0,0,0,0,0,0
0,0,5,0,2,0
37,228,166,190,190,56
304,1204,73,250,155,456
10,12,15,14,41,10
7,12,8,9,14,17
0,0,0,0,0,0
254,311,325,3,6,3
15,8,6,111,116,91
0,0,16,13,70,4
595,995,606,715,1058,903
112,97,99,3,5,4
45,45,34,66,53,51
58,72,48,114,47,12
42,107,61,36,18,61
44,4,14,33,48,76
0,1,1,0,0,0
716,586,746,77,96,87
1,0,3,2,8,2
0,0,0,2,2,4
552,861,567,803,548,752
1058,910,1146,165,1678,3741
0,0,0,0,0,0
807,1535,983,903,1735,618
2,9,10,4,0,6
3,0,1,6,8,2
14,4,7,5,8,11
35,19,27,44,78,34
0,0,0,0,0,0
157,182,166,517,79,92
4,3,1,2,1,6
81,28,17,96,62,74
22,60,0,142,17,21
2,0,10,8,6,6
102,72,47,74,95,64
0,0,0,0,0,0
5,2,3,7,4,2
3,4,4,9,6,4
0,3,4,6,1,1
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,3,2,6
498,613,2311,29,22,138
74,3,4,157,65,28
11,7,13,1,1,1
254,313,98,190,142,226
16,10,7,1,1,0
213,190,346,296,329,456
18,109,181,65,160,270
95,74,41,239,60,117
296,345,259,301,326,325
2,2,1,2,1,1
15,28,16,14,24,17
626,382,814,451,1182,812
11,270,22,59,1418,139
43,65,7,30,72,118
53,58,68,58,86,9
7,7,3,2,5,1
88,26,79,24,88,42
5,10,15,150,98,166
528,1181,335,2032,1942,1247
1675,440,213,88,23,27
0,0,0,0,0,0
0,0,0,0,0,0
14,12,28,4,0,1
248,33,142,127,370,173
64,69,117,30,80,116
88,83,90,92,88,84
1,0,2,0,4,2
1,1,0,1,0,0
123,209,328,469,208,111
28,86,17,18,34,41
95,135,95,48,12,112
0,0,0,0,0,0
30,30,0,9,91,17
147,92,44,83,182,124
69,80,31,35,54,76
0,0,0,0,0,0
151,352,169,42,49,53
13,17,14,115,127,129
5,4,11,11,6,7
0,0,0,1,2,1
42,112,50,69,48,103
53,85,63,3,4,5
16,17,34,3,1,0
0,1,0,0,0,0
1,2,3,1,4,0
241,482,177,272,486,69
73,48,77,27,166,62
572,3477,5894,387,341,527
0,0,0,0,0,0
2,0,0,6,5,0
2,2,4,2,2,0
23,13,5,8,13,58
0,0,0,0,0,0
53,74,58,719,642,740
2,3,1,5,1,0
251,52,44,30,40,66
175,25,194,107,47,118
2,0,0,1,0,1
208,44,119,195,41,40
0,1,1,2,1,1
1753,1285,1256,1197,1678,1045
13,20,4,16,14,0
10,8,4,8,7,9
116,172,61,150,96,100
444,590,518,97,121,132
1,3,3,1,1,2
56,58,34,86,78,87
628,2241,2544,63,76,152
174,208,188,170,240,171
0,0,0,0,0,0
40,40,44,39,31,52
0,1,2,0,0,0
12,7,1,98,29,1
152,608,67,244,90,179
53,67,44,1185,1430,513
33,14,46,57,47,196
188,248,385,401,497,352
28,20,35,101,73,18
17,23,21,52,20,25
32,36,1,5,23,5
0,0,0,12,13,10
277,272,144,234,294,217
19,26,54,82,66,212
0,0,0,0,0,0
159,185,564,10,28,11
2,9,5,11,7,5
0,0,0,0,0,0
11,41,24,26,23,11
69,89,240,80,38,6
1,15,14,0,44,7
174,327,144,214,218,65
88,97,76,60,138,20
452,107,0,95,46,82
199,74,411,176,715,267
76,72,64,230,457,266
5,12,30,10,18,25
41,37,35,1,1,0
0,0,0,0,0,1
107,92,94,156,242,201
13,0,3,6,4,2
1,1,0,0,1,1
15,6,9,5,16,5
67,90,69,11,19,16
326,312,266,332,413,351
13,15,17,19,12,14
0,0,0,0,0,0
248,9,10,1419,50,20
464,385,151,655,620,326
0,0,0,0,1,0
1181,2513,1218,24,47,49
447,246,531,213,106,245
0,0,0,0,0,0
0,0,0,0,0,0
60,65,51,64,92,59
239,900,1609,1961,545,940
8,3,5,15,16,10
0,0,1,0,1,2
5,5,3,2,0,1
8,4,6,97,20,76
524,408,226,144,108,116
0,1,0,0,1,0
4,4,2,3,0,2
308,240,201,27,154,256
27,519,1096,211,5945,51
1,2,0,2,0,3
8,592,841,161,304,1131
0,0,0,0,0,0
0,0,0,0,0,0
610,1034,398,28,323,525
635,357,265,479,107,188
0,0,3,0,0,0
43,60,54,49,78,58
102,82,46,96,70,129
0,5,4,1,0,1
28,16,7,3,7,6
8,2,4,8,10,7
0,1,0,0,1,1
585,491,862,960,209,913
0,1,3,1,0,0
0,2,1,0,0,0
19,29,24,34,29,17
13,73,117,165,26,107
6,1,2,8,1,19
24,11,3,29,0,2
0,0,0,0,0,0
1576,7527,2938,213,390,203
54,41,18,73,218,103
228,166,130,8,14,3
84,21,51,32,100,63
0,0,1,0,0,0
14,11,2,21,11,83
5,20,78,23,10,2
9,5,11,12,11,11
0,0,0,0,0,0
0,0,0,11,1,7
478,928,1237,46,103,143
62,47,88,711,53,36
1,0,0,0,0,2
1053,1841,465,1470,1231,487
34,100,77,23,29,36
0,0,1,0,0,0
94,51,127,55,163,37
0,0,0,0,1,0
0,0,0,0,0,0
3093,2648,178,1056,70,498
30,159,58,16,94,167
0,1,0,0,0,0
646,525,423,323,805,444
654,431,242,400,1601,342
32,38,27,39,46,24
1,1,2,3,5,1
26,12,21,6,1,7
58,54,51,55,49,39
1574,247,627,777,900,551
2,6,2,0,1,1
2,2,2,0,0,0
666,104,110,9,323,182
145,134,80,968,1022,1197
57,99,39,77,91,117
689,337,2156,1409,572,1699
688,640,47,100,497,337
96,57,59,137,119,152
1888,1950,1600,33,37,37
45,37,13,44,38,34
174,62,7,78,55,45
6,4,9,3,2,2
0,0,0,0,0,0
0,0,0,0,0,0
4,1,2,10,0,1
22,19,30,1,4,0
175,153,86,270,376,446
16,25,11,36,24,30
1245,2736,3078,3112,2666,1376
4,4,0,5,5,4
3,10,4,10,5,13
3969,2196,1471,2720,2988,3527
8,15,21,21,23,9
803,391,650,480,607,162
0,0,0,0,0,1
0,0,0,27,58,8
20,16,33,20,18,11
21,18,41,21,50,68
35,30,25,22,6,75
884,956,844,679,959,793
2,12,0,1,0,0
0,1,1,0,0,0
8,7,22,9,38,0
2,3,7,7,19,6
246,285,251,508,445,562
9,12,10,1,1,20
15,39,11,9,13,28
34,10,49,16,38,49
219,241,240,1471,1567,2028
4,3,4,1,2,3
50,57,99,128,47,64
15,18,11,15,23,10
0,0,0,0,0,0
67,34,159,30,30,42
59,67,50,5,6,16
250,215,220,39,47,7
262,241,187,15,35,23
59,10,122,135,1,26
10,1,6,3,4,5
0,1,0,1,0,0
145,135,113,133,164,142
14,13,5,27,18,23
80,61,56,280,150,26
200,181,103,247,268,269
0,0,0,12,2,37
0,0,0,0,0,0
2,3,1,2,1,3
0,0,0,1,0,0
52,87,68,64,126,73
39,20,27,28,17,18
0,0,0,0,0,0
14,6,4,14,12,7
316,50,115,31,103,110
64,62,102,11,0,35
0,2,1,11,13,1
1297,633,392,2151,2842,1806
5412,5852,5358,77,90,85
345,717,204,28,277,278
211,152,142,138,168,154
134,174,142,194,102,210
745,1892,4010,596,3302,650
261,432,326,540,484,414
0,0,0,0,0,0
1090,1300,285,106,136,47
4,10,6,2,2,4
0,0,0,0,0,0
0,0,0,0,0,0
506,908,840,512,1026,840
281,84,1,174,182,90
227,1,422,6,90,0
290,673,336,51,476,342
226,119,84,115,112,94
1,1,4,3,5,10
6709,9525,14557,72,46,64
171,205,198,186,217,230
53,191,91,8,55,20
119,507,395,271,342,429
100,74,219,29,20,27
86,135,162,186,202,260
6,3,4,0,2,2
33,73,44,46,97,50
33,57,38,27,41,4
2,11,13,0,1,7
6,3,5,0,0,3
7,11,4,8,10,24
414,868,81,31,6,7
29,12,17,11,26,48
0,0,0,0,0,0
96,230,42,969,2274,1488
0,2,0,5,0,0
22,32,14,437,118,553
54,34,45,56,67,61
375,96,319,228,604,140
467,334,471,316,358,297
5,6,2,2,5,0
1332,718,999,244,313,296
211,438,32,2829,2225,1726
5,1,1,0,2,4
14,41,14,18,26,19
197,354,137,195,145,90
1805,1101,1436,146,145,114
55,59,32,55,67,36
868,551,423,382,568,406
4542,12785,10354,38,37,8
170,209,284,245,310,197
16,25,11,24,24,10
135,133,142,118,169,123
5,4,10,11,7,5
168,153,149,171,215,178
0,3,0,2,5,1
0,0,0,0,0,0
0,0,0,0,0,0
561,176,1055,978,791,241
0,1,0,2,4,0
200,25,163,362,56,246
0,0,0,0,0,0
0,1,1,25,4,4
246,237,321,1430,814,1497
0,0,0,0,0,0
191,662,100,466,316,535
1900,1608,1177,1531,1213,1246
76,73,50,58,74,71
61,38,30,32,68,21
22,26,24,6,18,10
0,3,1,2,1,1
27,228,417,61,112,247
0,1,0,1,0,1
71,45,49,66,116,82
0,0,0,0,0,0
172,411,274,312,200,35
267,279,195,1275,1636,736
0,0,0,0,0,0
85,71,25,57,319,27
0,0,0,0,0,0
5,10,3,9,4,8
374,2452,1763,130,1388,343
0,2,0,0,0,0
29,17,69,26,92,18
12,6,3,30,23,81
1,0,0,0,0,0
631,216,50,603,577,47
23,37,49,117,59,97
113,93,86,83,128,91
145,171,45,139,144,157
1918,613,2065,359,325,8705
3,2,3,1,1,0
0,0,0,0,0,0
403,230,161,96,281,339
19,20,16,19,17,21
6,7,33,31,30,10
0,0,0,0,0,0
160,513,194,171,496,201
2965,866,1246,840,497,1030
1035,1180,190,60,25,30
46,20,14,52,30,25
258,292,79,671,28,181
14,14,22,21,44,4
46,8,14,17,47,60
0,0,0,0,0,0
23,36,19,34,32,13
591,860,660,546,1228,584
0,0,0,0,0,0
2,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
1235,1206,1157,1258,1552,1290
10,86,62,75,84,40
18,8,17,10,12,9
606,954,225,666,371,292
78,38,41,42,37,29
326,460,347,584,264,367
116,43,20,73,124,110
28,38,31,120,229,79
1,0,2,0,1,2
5,8,8,4,12,7
0,0,0,0,0,0
0,0,0,2,0,0
0,1,2,6,2,5
534,23,40,22,544,436
0,0,0,0,0,0
6,3,2,2,5,4
156,136,56,100,160,122
6,8,8,3,7,8
0,0,0,0,0,0
18,28,28,1469,1373,1761
13,102,47,2,26,33
19,13,18,21,17,22
0,0,0,1,0,1
8,5,25,19,7,1
111,143,636,384,173,325
0,1,1,0,2,0
57,119,57,52,37,46
21,3,13,2,22,14
16,41,5,18,76,1
13,3,0,2,7,2
49,24,19,12,14,7
40,55,0,2,25,24
18,34,23,22,22,23
310,285,251,16,34,22
0,0,0,0,0,0
4,3,5,2,8,3
0,0,0,0,0,0
1,0,3,0,0,3
1,2,1,1,0,1
348,6203,914,6936,126,676
1,1,1,1,4,0
41,355,36,179,1726,240
119,236,339,341,162,134
33,21,15,33,26,17
221,265,133,252,328,293
1,0,0,0,2,0
117,117,117,589,916,633
153,745,74,83,128,562
3,0,1,1,0,2
33,34,19,6,7,4
15,8,14,11,53,13
1,4,4,4,6,7
159,107,108,117,148,110
351,52,530,93,390,492
119,119,435,609,50,225
112,46,166,175,55,78
55,55,62,148,79,58
424,502,436,979,2461,895
360,460,311,86,136,80
31,12,84,12,12,32
15,10,13,357,22,54
4,4,5,7,13,9
32,21,50,0,28,0
